week_end,published_utc,source,title,link,query,relevance_match,exclusion_rule,cites_later_date,status,query_rank,feed_pos
2022-07-15,2022-07-13T07:00:00Z,Moneycontrol.com,India’s trade deficit with China widens as commodity prices fall,https://news.google.com/rss/articles/CBMixgFBVV95cUxQYUFFbEN2REVHdXFaWkRRVWQ1OEJIY1J2RDBaa0hYanJKZWFkUzlJTVV4alJUUmYzbGctNExJRmE3VGt1dTZETFZfd0dMb1F0dUlrakhkbHJWN1ZTR1otbjdhd2hEOVZReGxDWkxkTGw4WEFRRjNaRXhpRWdsTS1NOGhGR195VHdpRFVSczhUVk1TZUUxTEI5WVREM1JPYUhBeFJYbzBKTXhDMjVuZ05lMEdwOGNhVmkzdXlNRDBodjRZbTFoNWfSAcsBQVVfeXFMTXJlOVNXVVFXWDVuT3Zmck9Sc3p6akZENUQ4S2d6aXE0aVQ3bEdmek9YLThqdzk5dGs3WVFwVWMwT0hMTThHUzFqUGZMaTRiTk16UkVoTG0zQS16Um9JelJwS2JBNWh6blMybFNDNTJwMk9GU1BKVTI1MXp1WWJTazRNYzJXYVNHcVBqbFpFOGJ4eGwxaHY0a0hzRDg0YjFYaldhR2N4VkpnU0tMdlZ3ZVBfb1dTR0dwUkpTTEJHTk5rVEQzOTR3X0RHZzg?oc=5,en-IN:steel prices India,,,False,irrelevant,8,1
2022-07-15,2022-07-13T07:00:00Z,Bain & Company,The Trillion-Dollar Manufacturing Exports Opportunity for India,https://news.google.com/rss/articles/CBMimgFBVV95cUxQdjFXbDQ3MzEyWjY3eTJjc3ZUdmRjb0pWcmpMZ2MwalVoQmVxLXprNndMWXZWbFNMdGxpNE4zYjJYZVpVU1MzNU1CTDlRMzAtUk1IME9KMTFvdU9KZDM2dER0VWRLbnRvdjFnOTlSRHNCMGUwTTRwYVBXTzM0eUFaS0ltS0VqWklWelFSbHFYMDkza0FFaTVXWDFR?oc=5,en-IN:steel prices India,,,False,irrelevant,8,2
2022-07-15,2022-07-15T07:00:00Z,Livemint,"Gold prices today fall below ₹50,000, down at 2-month low in India",https://news.google.com/rss/articles/CBMiywFBVV95cUxOeDRtWlVrV05DZEluQ1FOSXpnQmZNMV9zNV91bHNuVmhWY01jZGJLdDVMTGlNd1RKMHRWNlJyeXRienc3ZlFvTy1Bb05QRERVemtpMnh3RGRDb0ZhdjA1RTZ4WlBOU0NBbmpNY2lVOC02dTM4LTBnVnlGVGJ6TkNtQXZUc3FrMWNrcWszcGRzRE5nNHJLLUh5TF9jaUROcmN1Rkh5NmE1Sl9nNVVIY2JueEM3Z3Q5aUt5dU45T1NaSXBubzcwTHhIMkhEd9IB0AFBVV95cUxOSmp2UXNjbUlCM1ZiMUd3dFNpNHFhaENlRE8yN1BFOUNKTmZ0VmF3Um5DSGtRZHlSRGQwZEEyWTY1VTJTUDdYVE5HZWFUM3I2T243aXRBbEw2d1Y0NWNhTWtBbU0wQUVtMFRUb1JFZnJ4R3hJMzhCcDBaMG5WdXZwMGtSM2pFcEhINm4xSU1pUWZrUEtBUzJraU03TDFPY3FkbXpXRGxjbGtWZGdTNXdvVnR5cUNReXJVYVltOU1Qbm1sdzUyRF9xbDVmMGRmd0xN?oc=5,en-IN:steel prices India,,,False,irrelevant,8,3
2022-07-15,2022-07-13T07:00:00Z,Business Today,Tata Steel stock down 41% from 52-week high: Good time to buy?,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOWHQ5VGxFTXdIN2xkRjIyQ2IxNXBvMWxlSm90M3dSOEtWT3lscllxVHBULVJ2TURXR01aWFR5OGlBMHgtRngxZTRrSmdlZDcwb216VjhkcWdINGRteDJNdDBzZHBNT0dXemREZlVTVDN4S1Zwd0VXeEhfZnNldU13NnFaWEtqVmdpZW1QVHMwdzdfb0dnajl1aFBKSjRnSFRWOXZDaG5vWDlobGZ0cjFvcEc2YjhIeUNpUU1Pd0xaQlNuVzFCVFVpMGNGT19ReHlpSVh1WkhLUU9hd9IB3wFBVV95cUxPWms1M0p0a2NGWjZxUmZFaHVLc0FGY3hGWFB0RTA5UDg4aWRZYkl6Ni1seXVIN3kyNmZ2aGxtQzFWSXFpSnBQY1NjLVJYRUltLUNadmZHNnBqWk9ZTXptZXZfUXFrS3d5c0FxNjFGa1VYVG5laTFGOVdtN2dUU3ByQW1uaXoxdEI4cWplakV5UWVZNHlMZC1UaVZidDF6b3NZanlnd1VmZ2hWWmNzYkNEYjRNazhlX0JHYWRXZ3M5dE9qX2RDUDRPZERGN3p0Wm9VaV9RRVhNNjdBeTIxRkI0?oc=5,en-IN:steel prices India,steel,,False,duplicate,8,4
2022-07-15,2022-07-11T07:00:00Z,outlookbusiness.com,India Inc Staring At 3rd Consecutive Quarter Of Profit Margins Squeeze: CRISIL,https://news.google.com/rss/articles/CBMixAFBVV95cUxOaUZXRl8wY1N6azc2SC1FZVAtWEx2SGQyUlRsaHlFQk5PSTVUNVdHcXR5amJqb1RJdTA1N3dUMVV0N2pYUGE3MU12SW1rZExQWE5MV1dDTml0N2ZBOF9uVFpiVXRQMlFOdUNUamw3enFqMEV5aXNLOWJDUlVPd1Zza0JsQ0NGbmUweExYVVZtU3UxdmFyYTZaRlZQYlJobkRuTUtFSFpNd09hbjlHd3FKcG9leWRhdUp5QzBrZmNwYV9HQkpJ0gHSAUFVX3lxTFBCNDdKWEtsekNZZks4UEdVRkppblV6QXFLTVJUQkFtUERtOFpSQm1HMXBhdzFkZVRHSUdTSXBuSzdYWjk2cmNzcGpDd3Q2VUhiRmdGNjJtRkVMU0Ewb192OTl5aWtJeWFhRl9IVFYtRTNFXzktdDNwY2tTSHExUG1Zck5iVzlLNzhuYjlFeF9leHlKVFEzUzZ1U3I5YmZ5d24wNm5oUVRCQUhUazM0djhRM0V5VHdMLW1aYUg3SWtkZGt6Qk9HV0RJSWVZSUhXaG40dw?oc=5,en-IN:steel prices India,,,False,irrelevant,8,5
2022-07-15,2022-07-11T07:00:00Z,Institutional Investor,China’s Challenge with Iron Ore,https://news.google.com/rss/articles/CBMirgFBVV95cUxQb1lUOG1YcWpGU1Y1YVcxbXRsbHc4bElBQlNuRmpSaGpiMXREemNOTk9ySDlsdnI2RXdxSDdTQXNUelBqRm1wcUNUYVBhR0wzUE5JYzZXcHpnV1R2N3VmclZncG56UlpHS01MTmRVSmNhOTlpRG5DRFlpSkRvRDVpblV1R2gwbElKel9ndWpNLWExQVJNZjBRSlhmSWpUYXhvbnJLUk1lMFJPb1dZcXc?oc=5,en-IN:steel prices India,,,False,irrelevant,8,6
2022-07-15,2022-07-13T07:00:00Z,Autocar Professional,"CNG price hits Rs 80 a kg, up by 62% in 18 months",https://news.google.com/rss/articles/CBMikgFBVV95cUxNTTFzSXFFakVIcXViOUtISHR0Ti13QjUxS1RrZVFVNFgxcUd6VnlYYXhwQnlFVHNFOHpEWU1yaEdlSXVwUkk0aUx3TjBXQkQ4OXN5NmRtazNCNG4tNXNUUTlXU0pMMkVqUTZBb2thZ3BDYmVmRmx3V1BPYkFGUUY3c1ZNM2ZYMXYxWjZaNVdiMGpnd9IBmgFBVV95cUxNM1ZBc09tS2ZaSlhSNGx2R0xHeGJ5S2ZocDJCZ3QycEVnazl4YWZJQ0RVR1o5WWtTbEc1dWotaW1NVkpxYmpXSENWbU0zNmRUb2RyZmNVRFRFZ2FoSFg1VFA0aEZJX1R2VEVlS21iLTE0YW9OSE5uaURSZVYyejl5VTRrWFpIUm9Fb200Mnl5Zl9iMDRLTmREdDBn?oc=5,en-IN:steel prices India,,,False,irrelevant,8,7
2022-07-15,2022-07-12T07:00:00Z,vietnam-briefing.com,Vietnam Hit by Raw Material Shortages Disrupting Supply Chains: 7 Industries to Watch,https://news.google.com/rss/articles/CBMixwFBVV95cUxNNE9nY1Jja3RmOEN2RjNNdDVBTkQyUHN1NU1lcGVjR0p4SW1kZHhFN01EUTFWcS1lNGdTRV81ZmtwY1ZFUHZ0V3owWjRHSkdkR0s1S19uYkN3U0FTd2V5SmdvNVBlOWJVZ2xTdVdqMzdSSGExV1lSRm1XTDU4eHhxdTNXLXdtMkpaaHZJWGx6UGhaandGdVhFX2tRRE9VZ0FwY2x3ZWxuR00tUUVnT0hRaWFoQzlHN0tXOXJwc3RyZnVSZTRUUFhV?oc=5,en-IN:steel prices India,,,False,irrelevant,8,8
2022-07-15,2022-07-13T07:00:00Z,The Economic Times,Bankruptcy court okays Orissa Metaliks’ revival plan for MSP Metallics,https://news.google.com/rss/articles/CBMi8gFBVV95cUxQUzRYZmZwYW15cEV2NmFzcGlhYXU1SlU1blNibmIteGxudXJGSVRSYWpCaDNRdlBXeWx0MDl1bm5vVGpVNXRabnBzeGlvMWlHU044Zk9iWGprc1NCV1h3cWtsVFFtZGtFV0FXQnRYSEI3UGVCNV8wMUdPeWdSWjVSMmY5TG04VWZGVHY1WERwLVIyT1RSTU50V1VRN2dBajRFTWVwWFlKWjBnMVVBZy1vVldzeGdtX2NJMTh6dlBEUmpOa0Y1NGhLc2Z5SVBieFlNQU96S1h1eWRMZmg4UDBiTjZCZExQU3l1cnRuMUp4Ri1xd9IB9wFBVV95cUxOLTFWdHRSa2VfOG5FaXA1M05rT0NyR3lqZDdReWYyVjUtQUlfQkY2eWpmWkl4MUk1aUxSM0JzRkcxZHhNQjJQaU9BSldUTFdaanJza0gzS1FmNlVDUl8zNnZjZ0xYbHR5a2trR1VTbVNYZFh6TF9iVWkyNi1iY2w4Q1RheTBHaG92ZzJ3bFViLXMtWEhuZlJiU0xMMGh5Tk1pdlo1UkJUYWVqcTNlSjNKS0h5U0J0U19WLTRUMDJ3aXNkU0tGSmpaZTZLRlZxXzB2UWRpcmVVRk5RcFc5RWI2WVRDT1ZXSzRla0lFdWdpSXpCaUR5ZU9R?oc=5,en-IN:steel prices India,metal,,False,kept,8,9
2022-07-15,2022-07-13T07:00:00Z,ET Infra,Sharp rise in commodity prices to have adverse impact on construction industry's profitability: Icra,https://news.google.com/rss/articles/CBMi_AFBVV95cUxNb1BnejY1Nl8zM3o4UWh6WEJFdGJ6RHY5NUVlUDNqc0Y2Z3Q4eW8wQnU0Yk01ZkRmVEl5emlHQXdfM0VsX0c1Tlh3bHR2UlFIU0ZLTl9KRldBRmQ1S1lRZVVXeHc3TlFZNmU5ZUVjQmpwZ3BzSnAxQVpod29FZGx4YjhWVmR2THhRVVl0RG52Q0p4dUw3TXdtNlY3blRsd3QyMF9BTW5rZ2RlazhLWW4wR01ZbEVxakRPZU5mN3RpQnBpNWhZRlI1Z1ZfeVNjekdXUzd1bHJ0ZWF2VVVkdjV6dXA0N09USE9aTFo1N3VneHozSUYwMy1RS25FcEnSAYICQVVfeXFMTXVRd0RsM3dyLWwyZ1JCTkRSbEpobTdWMzJZZ3g5OE8zZV9Jb0hGN1cwTVNfQjBzRFp0b0xDWVVRM3BCaUw1SHpOeWdaVDFrZjJaeVR3ZWpfOWI0NjZFUTBJN1V2Wk1vQlV1bFI2cVgzRTBLSzF5eWZrU2d4MTBEbjR0VWxTV0JTeWZiMnVVZG9GOVV1YUM1cjlkUWdpeWlENnVDWnRCV0NUeFhJRFdXb3JRcG8ya21Ta0dmX1ZHNU5zWnR3bmtEX3p2ejltN3IxeEJpQUVsSWcwdVhSSnV1eXpQOHBtaFA4UE03WUgtR3R3LXRoS2Z0Z1pKNnNmZjAzdnd3?oc=5,en-IN:steel prices India,,,False,irrelevant,8,10
2022-07-15,2022-07-15T07:00:00Z,USFunds,King Dollar is Crushing World Currencies. What Does this Mean for U.S. Exports and Gold?,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNbXZVbXVINEU2aTQtRjFpa1VzTEk1MHBrQy16MFhPSmI4NnhnV1VZcmVvSkhLU3BHU2ZnZEVrZjZkeHNiVXJxWmFMVE1YVnlqdHBLSWxQX0twMGtwVGNRYW12eU42bi1QWkF3aHVRNzNmT1pkSkFsbkdhSGZ1allkTTBIOGYxc0t5SjVHdXNNdmNtZHQ3Z1dRcEQ0QkJpLVQ1QmxtT3VDbkx5OXByQzVBN0lXMjhPeXBnSXlv?oc=5,en-IN:steel prices India,,,False,irrelevant,8,11
2022-07-15,2022-07-15T07:00:00Z,Business Today,Why India content becomes key for Netflix before AVOD roll-out,https://news.google.com/rss/articles/CBMizAFBVV95cUxNQUQ4RVlyYzNhcFJOOVg4U1NwM3RwdjBwVmx2VlRMdDRxT0JyLVNaWUtEQVh1QmNENUdnUUhpd0tiR3VaX00xVVFjSzIzcVkwU1Q2YXBwQmJTOXppQmc4SFhfdUFlTlRlOVVoUWxCOUJLWHVOY1hyRjc5MlQzMVhtUm5tVHJzNkpzMnVfd1VZM19idVBxckM0aWdua1lHa3A2TVpjN2x3ekxYb2FSSGJSX1gyZG9FblE1RXNmZU1kRVlPVUNDUi00ZFVTXzXSAdIBQVVfeXFMUGtFeWpfdFVXV2NYNktsMGp1NkEwZFdVZmZHcFQ3MkotOUdNaVVBQTF4TzJzY0NMd1VaRFc4ME1jNjRMNkhJQWJVOWV5ejFyMWQxcW11TkN1RHZaaDRnTUo0Yjd4TWIydFUzeTRIMTZpX1pfd1hERmFudWtTUmZQVWJKbjlFazZsd0kzVDZ0eUpibnllbzMySmlTQjRreHpZSVUyU290QWxqQlZwNXFRM0d4b0xldUpaOGo4RGZxSWJBZG5LcnFNaW1fSnhsTjQybWFB?oc=5,en-IN:steel prices India,,,False,irrelevant,8,12
2022-07-15,2022-07-11T07:00:00Z,Business Today,Jaguar Land Rover begin deliveries for the all-new Range Rover in India,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOcDlhdUNua0cxMlA2QXF3UThkd2NqNjdTbHVTczhpcDlVZG8wSUlaMk9NNFZla2h6bk5YaVBhWXR6UmRrd2V5aDFhNjRCZjJIOXdBWEZVVGlsVEJsUDlmckZEUVZqblZVaE1TTW5TcWsyUldPRnZZX1c1bFVqcXpCM2NOR2xQeHNFTF9TWGEzdThjVUZ4ODBGWnBvdGMwVnJJY2tDS05OU3FEclBkaENUX20yY2I4SFpwWWhRNl93b1ZzaTBiM2dmdk1CTC1WdHBHeGRoYzVUTjLSAd4BQVVfeXFMTVhPbnBhWm1xVlMwVlE2aUhzZDV6THh0b2ZXb3pncVdnamxFQjBpdVVWcjhMbmVVYUdtdm11WENOYTg5ZnZBSEZPRjlSSnliWV9sNnVLc3VuUXBpWTlucm5qQUE2UDh5cDFqYlpDODNRU3BaNUZzR1VQYUVtRk95cUEzcW5fMHBJYTQxWlROMlYtTVlrMGZSbFJZZ3BSOHhjci03MFB3OU5QbWl0SElRdkJLeTdEdmhKVjVTUzB3YXFUaW9EWUN0TXFURk5PZmxUNVNLMzYtZ1JVOHlfcTh3?oc=5,en-IN:steel prices India,,,False,irrelevant,8,13
2022-07-15,2022-07-12T07:00:00Z,Business Today,NMDC stock falls 6% as firm cuts iron ore price amid weak sales,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPYUNpdVNhU001a1dQREh3RmJlaVg0Y2JUOWpwUUtVdnI3VURlVjA1T0o0LTZOVjZwbks3ZXh4VGo3WDhXUDRIWG45RWluZXdQN0NTdE5FQ2hUV09jWmY0Nmk3dGJhZHFyTWh0MVpwNlgxbVAwVDZ3VjJzM2RpTHlqOERlMHkwTFJvWFNaSkk2YjVsbXNrOGJJR280MG5CZGs0eE91bVVDektXdFVwWVpDMXU1TDNzT0piWnJWNUdMbWt5UVFDUWY1Z3VyWV82MF8zM0dNVjZWVUfSAd4BQVVfeXFMTlVCWnBvaUM2R1RJQW9hSGZKcllfYWhNVVdlVkNLZVFqX0RYSXVvSFFNNkt5SnZua09SOXI4TktkRTRzSzJBbEE5TWlFWHZTNjFTbVJoNm5KOC15R1EtODVDZjlidlMyUFNzcU53TWp3SVM5cThraG1kSUs4b2lKMEtmRkIxNFFuUzV3cWFha19iUXZnU1VOSXR1S1RWVmo2YXcwaFI2UW56N3prTkNoQV8zZ3ZhM214UTlUTHlFTjVyd2IzM3l4YkVibFN0bGRGV19KcTl2MDdZdm1hOVN3?oc=5,en-IN:steel prices India,,,False,irrelevant,8,14
2022-07-15,2022-07-15T07:00:00Z,Livemint,"How Basant Maheshwari took big risks, made big bucks",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQOUZSdFBvZDNaOGZsS0VYN2RGZVpvV2VhMWwwTWlfM3ROc0wyQ05OMThBeHE0cmxwOEhfOTMtQm9HcW5WaW5QQ2ZQdnZaeFpEZXFRUWlWTDJidHhWR3BkWmRORE1iYWFFeU02ZnNzbVhKVFdldDhLT3ZKcEVHUTN6eGUxVlotYUwxYnVPNVVaMHlEM2xoT0xPY3FNQlpaS1pFaXJBUExjZUdMdlRkVTY1SGJ3ZWhFZEQwSmt0U192d2LSAcYBQVVfeXFMTVl3YW5wbGhYcHBaQ3lhYzJucUZ0c0lUSl9fQ00wTWxYb0hWamxRQlR5Z0dBWFJqTldXZVVPVkloODNzZktsX1k0YW53V2FLbVl4ZHJvdHNpM0xjdXlCQXFVXzc5cjRXM0JEYWY0NFNPZzVwNkthRkJTMlRmcU9JZl9NaGdrcmNqeXI2alZQLV8xd3BVVnBXaHZiWnhsM0R1OU9GYjJOMUczN3IyaGswSlYyYXNFbjJnOGlMVGhoQVkzSkdQcmt3?oc=5,en-IN:steel prices India,,,False,irrelevant,8,15
2022-07-15,2022-07-15T07:00:00Z,Livemint,Uber drivers will no longer check destination and cancel your trip: Here's why,https://news.google.com/rss/articles/CBMizgFBVV95cUxOY254QXJxeHpleUxpVFhiNUQyR0hfVThzWWFsb20tSTJsQ3EwLU01dC03N1BzWEVVQ3N3ODNkc2JlcXhHcGNya1EwU1VwUVJaNWtieExlRHAxaHRxR1JpV0JwMVpEc2stSi0yVE1PTGV2cVBjRmJRblNVY2xjRmdRNC1CUFY4U1N2U0NvMjhUS0FjNkF4aDdlUThCazhVNXJCeEJwaC0wVDg4T1MzUFpWN0dTTExMLUJLTzRDTHZXMk1ubjdnZHRaOG5KVjRSUdIB0wFBVV95cUxPXzViX0dSWjd5ejFxemtwd04xY1ZhS0Y1U0ZwMHI2T1JOdWN3TGE0MjlvNkpxTGw5ZndJYjNYUTc5VkxiSnI5aXo4dV9mUXYzMGRHQkszNk0xaTBJTVRXTTFLMzY5TlVSbHRUenhKZld3azl4TUJKaWE5NFRmdG1KODBicGdsbUJxSFV4VElRSlNRREYxb1FpVWRxenIzRWZTalFUSnp3WlB4RTNxY25GRi1TbU8zQ3RTNWF0MFNGNWxDdDNaN2V5WFE1ZnpCcmN2S0FB?oc=5,en-IN:steel prices India,,,False,irrelevant,8,16
2022-07-15,2022-07-14T07:00:00Z,Livemint,George Soros to Warren Buffett: Why do they prefer contrarian investing?,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNNE9UaHh6U3JhOXphVUVsdXBqaU5VdE5wWldZTVU2TUh5WXFYNi13NWp5bERNb0Q1UU1TdFVsQmVpVmRsOUZ3M1BYRmZ5YmEzMjNTLVZRWExOVkQ0S2VaazdNVk1najhjalplM05KWGFUTjFrQ3VBWlN3RDNaeFRYUlpxODJWVGlPQklWX0UwTVg4dlNEWWVCempfS3g2SXpmMzJ2d1hxOG9aTWFWSWljMXAyYzk4Mm9EQ3p3b29UckgzSmdNX202bFJadEtqZ0ZuMUt5OHFB?oc=5,en-IN:steel prices India,,,False,irrelevant,8,17
2022-07-15,2022-07-13T07:00:00Z,financialexpress.com,"Despite pressure, demand for personal mobility pushes passenger vehicle sales in Q1 FY2023, SIAM",https://news.google.com/rss/articles/CBMi9AFBVV95cUxNYnlGY1E0SHVGelh0QS1GWFN6c2lrVXMtZXRNeFk4RmNxZi12MGp2cUhsUW5Ca0hJWFpDZWYyT0l2cHU4M20wY3l3dVFtaW04VkJWTnc4RjVpODlITlg1NTJQdGFSanI5d0VHTDZKMjlubzVPRG9tRkxmem9RUDdYYk1FU0ZDODZNYkE2Z0xqWHoyQVVqRHFadklZWWFiY0wxQ1U5b2JGOEN5cjBNX1ZpWEtLMGJrek5GZTFkWnVNYVRLNV82SDJhb05kQmNkSlB5TUoyT0FtU29uaDRSWl9sQThCTjlVYkkwemU5cC1pMFpiVU050gH7AUFVX3lxTFBBLXhBSHBOSmtHajB4MGkyN0M4S0l4eDNMWHdMQkZ3Z0J6RHc1cE1lNGZKenVXaDdSYWpJYzZpdjZpVGREVlgtOERXbkdLTXF6NG0wdkVNM2V6ekY1emNoZkZTd1NIQjNpTDZsMkFiZ19vQW5NampBTVhaaU4tQU1PbVc2VHRzWWNDTk45dEJ1N1RSei1lWGRRRkUyM1E2OFR5ZGgwa3JFWTdrRGI0T25aN1ZZVWJWemF1WDhXQkY2R1NXb3JmQTFGanJCWjh1MXpSSEtrR09lcWM0MkI3X2VFaHVvSWt4Y2kwNjAwVUxzTjRIREZvTDBxdEZZ?oc=5,en-IN:steel prices India,,,False,irrelevant,8,18
2022-07-15,2022-07-12T07:00:00Z,NBC Bay Area,"Ongoing Can Shortage, Aluminum Pricing Leave Breweries In a Pinch",https://news.google.com/rss/articles/CBMiggFBVV95cUxOTVBFVlJUS1ZQRkxNU0NmU2QxRGlJY3pLemV5ZS1LUTg3VDVBS3hJQmJnT1B6YzVWM053dWVJVmVWczFrX3Jna0Uzb3NhOUdsT2Zmakw1V1NiMUJheHFUNGNaa3EzaUVpRWpiMlpUY1M2OThJUGI4Z2J6d05LdVBqUVJB0gGKAUFVX3lxTE5VRlMxSXhIXzlRSDl3aWNTV3NQSzlSazYyVXh4ZGFXa0JEMGVjOHdfT2FFWnU4blczWlByT1dWS1Z5bmVaWjd0LUFuVmt3LUoxZ25sd3dBc0h4bTJaNjJnNkhtNVlBbUxzRjJMZlNVcVo5dlVjSGt0aW9laVZPd1h2RDFndEgzMGRiQQ?oc=5,en-US:aluminum prices,aluminum,,False,duplicate,9,0
2022-07-15,2022-07-09T07:00:00Z,CNBC,Can commodities make a comeback?,https://news.google.com/rss/articles/CBMid0FVX3lxTE1lRENuVHZGSlBlTDFwV251c0FsRW1RTmY5UkpZeDNZcHg1UjJYZmNlYl8wc2RTcF91SDV0UjVQOHpMellITHdaeVhGQ2J1X2d4eUZxdF9tOGtiY0JlRV9iUkN5X2gzeE5PWHRuQmtyNUtGc08yNzdj0gF8QVVfeXFMT19vVkUydTlMdHJGbFhNa0t5OGRhbG5FMXh1Vm5UVmRwVVRiYTlIVVhSeHp4X0RXcHdqYmxtWWV4S1J4enZWX2ktcUs4bTlVQ0JDMGRFX19RdDRmaVJqVTN3eGlfRm9IenRBR3p2Y2YydkdrdWpwNGJEcGRqNg?oc=5,en-US:aluminum prices,,,False,irrelevant,9,1
2022-07-15,2022-07-15T07:00:00Z,The Quad-City Times,Arconic boosts yearly revenue outlook despite missed quarterly earnings,https://news.google.com/rss/articles/CBMijAFBVV95cUxQSk9HdzRpazRsbUVKTVdvWTVvU2JtX1FPbVJITDFuMm1uUWxJX2ZMZUpPNWJjUmhWajNtdVU2Z0ViVTVzZ1o5TVJDNmJyb0kta1dvQ3BvaE1lUExXazRxX3AwaDduX1RiM2VrazVvTi1mQkVpdmRDa29paVptWk1PRGhkeW54YTFyUFNUYQ?oc=5,en-US:aluminum prices,,,False,irrelevant,9,2
2022-07-15,2022-07-11T07:00:00Z,jckonline.com,De Beers Debuts 2nd Iteration Of High Jewelry Collection,https://news.google.com/rss/articles/CBMiekFVX3lxTE1TVGpoWGl0V29EWDNMZGR2Y2l1NDdqQmVTamtYMW1JTHVma2MzaGQtaklyZ29Ga2xWajJxVTY4eDJ5b3VqekwxTll2R3JHVF9jWU4zQTlTSDBfRjRBQXVMcGpiTVNrZXlvWlloR3l2eF84cTRrdDFzWTB3?oc=5,en-US:aluminum prices,,,False,irrelevant,9,3
2022-07-15,2022-07-12T07:00:00Z,Core77,B&O/Balenciaga Portable Speaker is Milled From a Single Block of Aluminum,https://news.google.com/rss/articles/CBMirAFBVV95cUxQX21obDNvSHAwLTZ1Y1pTQXQtQVRtbkM2cUFZTmdtY0FZbFY4bkY4Yk1LMXRMYjY0c3BkNnExdUNsT3NRSFp0UTk1OXNRMjlXMGs4SVRSdks3MTllbENxbndLazU5SG5UbDNvdzg1d2xiVWpNS1RGLTZySnp2dFMxNXlNQnBZNVhfaUN3elRmRFpsbGRLNjc4dEt0Y3piMFdncktVeDNNS1Z5Y0tO?oc=5,en-US:aluminum prices,aluminum,,False,duplicate,9,4
2022-07-15,2022-07-11T07:00:00Z,Supply Chain Dive,The myth of supply chain management,https://news.google.com/rss/articles/CBMihwFBVV95cUxNY05wVDY2RGl0QzlMYjliZW5tQUpJdGg1LUtxdW1iM0FHSDI5ZDdGR1AzNWFwNVM4Q0FmNzA2LUZhN1p5U19uRjJPTTBLZGRRckZlSFpzdHNUQlVBNmtfVGlmMVozS0dwLTFCYTlUZzdobDBkb0tDejNBa0c0NUM2bmhYLUNiYXM?oc=5,en-US:aluminum prices,,,False,irrelevant,9,5
2022-07-15,2022-07-15T07:00:00Z,Wine Spectator,The 24 Best Canned Wine Releases of 2022,https://news.google.com/rss/articles/CBMihgFBVV95cUxQVDNiTTgtZkZjWkwzTy12ZmxMZnNEYl9QVG9vbXF4U0VEQ3liX1lzU011eDdpcF9xYXppZDFCeXZkS1Jtc09keEFKaDNQS3N4T21jNFpsT2c4REsxUDltMUc5Y29fdnAyTmVodFVyRWZaSF90Z213WU1xWm9hdS1qcVUwYXctUQ?oc=5,en-US:aluminum prices,,,False,irrelevant,9,6
2022-07-15,2022-07-16T07:00:00Z,rollingstockworld.com,"Aluminum in freight car building: the USA, China and Russia experience",https://news.google.com/rss/articles/CBMisgFBVV95cUxPb2RFNjdxcUN0eFVlYVZrMUpGRDJmOWJhZF9ScWVORWdWLTNvMHh2VENKc0c3ZG5Ic24xSXpna0tiWTBLTjFzY1gxMUdmdlZreHZnMEZfNjJ4anhIZHhnS3lDalJZYkt5R3FEWE5mNnI3Q1lhejFNTUdSc0U5S3laN0RaQVNQUFFFbXFkM3NvZlVuZENVbHFkV2hVOFQ5NWd0TF8yVUZnN0ZkYkVNVDZ0ckFn?oc=5,en-US:aluminum prices,aluminum,,False,out_of_window,9,7
2022-07-15,2022-07-14T07:00:00Z,Caixin Global,Chinalco Chairman Yao Lin Steps Down After Three Years,https://news.google.com/rss/articles/CBMirgFBVV95cUxQU0RqU0o3bkpvaXVIU3FDVTZNSmxBMWY5ZUZrTVRvTkM5LTltRWd5Rm9ZUTBfUHVPZXNxdlp3bGxLckQ3VWlVRlVHd01jUXRfQ1lyeF9uZnQtd1lBRFJTZ3I1ZmxkeXd6ZzBCcXJDS211RzgtT3VYZmNwZ1dYbjBjX085WkpIbmFXMUVpM0IyZ3dsaVNUaDBRcTdDN2ZnRGFnZlJtT1pDSE8ycmxRQkE?oc=5,en-US:aluminum prices,,,False,irrelevant,9,8
2022-07-15,2022-07-12T07:00:00Z,alcircle.com,Irish canned water brand ‘Well’ signs aluminium can recycling deal with Every Can Counts,https://news.google.com/rss/articles/CBMivwFBVV95cUxPWjFkR05fUENUeElDd2J2VEN4bnlrZVdzbEx2WnVzN1BNcEhvSm1Ld1c1YUZHbjRVbWZkcjNXMlZyMWxVc2RXUnVKblJfTGFmOGFVYWtvalNqdGdxdURMV1k3eWpFcml1Sm1FdWEwa3Via0lnbHNfMEtKYjAtaWFuUzlnazVXVEpZLTBpRDJ0MFlyRnl1UWx2U1VuRHcwNldoR1lMSWFiNFdKLUs4bWhkd2NXZENiWVBlaEpWMHNrcw?oc=5,en-US:aluminum prices,aluminium,,False,duplicate,9,9
