scenario,trade_id,leg_id,leg_type,cf_type,pnl_class,currency,contract_date,fixing_date,due_date_contractual,settle_date,amount_ccy,fx_rate_used,fx_rule,amount_inr,amount_inr_est_at_trade_date,date_rule,weakest_input_flag,event_ids,formula,label,written_by
REALISED,T06,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-10,,2022-06-01,2022-06-01,-1389700.0,77.5308,spot at settlement,-107744552.76,,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
REALISED,T06,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-05-10,2022-06-07,2022-06-07,2022-06-07,-1528.67,77.7274,spot at settlement,-118819.54,,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
REALISED,T06,PSIC:L2,PSIC,PSIC,PNL,USD,2022-05-10,2022-06-07,2022-06-07,2022-06-07,-1000.0,77.7274,spot at settlement,-77727.4,,roll following on the LME panel calendar,ASSUMPTION,,-psic_cost_usd_per_box x boxes,,P3
REALISED,T06,PORT:L1,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-05-10,,2022-06-09,2022-06-09,-1000000.0,1.0,n/a (INR flow),-1000000.0,,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
REALISED,T06,DUTY:L2,CUSTOMS_DUTY,CUSTOMS_DUTY,PNL,INR,2022-05-10,2022-06-13,2022-06-13,2022-06-13,-3003314.89,1.0,n/a (INR flow),-3003314.89,,roll following on the LME panel calendar,DIRECT,,-assessable_inr x bcd_scrap_hs7602 x (1 + sws_rate_on_bcd),,P3
REALISED,T06,IGST:L2,IGST_IMPORT,IGST_IMPORT,BS,INR,2022-05-10,2022-06-13,2022-06-13,2022-06-13,-20198657.79,1.0,n/a (INR flow),-20198657.79,,roll following on the LME panel calendar,DIRECT,,-(assessable + duty) x igst_rate_hs7602,,P3
REALISED,T06,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-05-10,2022-06-14,2022-06-14,2022-06-14,-1667.64,78.032,spot at settlement,-130129.28,,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
REALISED,T06,FX:T06-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-10,2022-06-14,2022-06-14,2022-06-14,321826.1,1.0,n/a (INR flow),321826.1,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T06,PURCHASE:L2,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-10,,2022-06-14,2022-06-14,-1389700.0,78.032,spot at settlement,-108441070.4,,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
REALISED,T06,PORT:L2,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-05-10,,2022-06-22,2022-06-22,-1000000.0,1.0,n/a (INR flow),-1000000.0,,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
REALISED,T06,IGST:L1,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-05-10,2022-05-31,2022-07-15,2022-07-15,20224388.56,1.0,n/a (INR flow),20224388.56,,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
REALISED,T06,IGST:L2,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-05-10,2022-06-13,2022-07-28,2022-07-28,20198657.79,1.0,n/a (INR flow),20198657.79,,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
REALISED,T06,SALE:S1,SALE_BALANCE,SALE_BALANCE,PNL,INR,2022-06-01,2022-06-13,2022-08-08,2022-08-08,240500000.0,1.0,n/a (INR flow),240500000.0,,roll following on the LME panel calendar,SIM,,+q_acc x P_sale x (1 - disc passthrough) - advance,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-25,2022-05-25,2022-05-25,-29482447.63,1.0,n/a (INR flow),-29482447.63,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-05-25,,2022-05-25,2022-05-25,-123500.0,1.0,n/a (INR flow),-123500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-05-25,2022-05-25,2022-05-25,2022-05-25,-88410.29,1.0,n/a (INR flow),-88410.29,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-25,2022-05-25,2022-05-25,-0.0,1.0,n/a (INR flow),-0.0,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-26,2022-05-26,2022-05-26,37738.76,1.0,n/a (INR flow),37738.76,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-26,2022-05-26,2022-05-26,377387.6,1.0,n/a (INR flow),377387.6,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-27,2022-05-27,2022-05-27,33035.38,1.0,n/a (INR flow),33035.38,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-27,2022-05-27,2022-05-27,330353.79,1.0,n/a (INR flow),330353.79,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-30,2022-05-30,2022-05-30,-390085.03,1.0,n/a (INR flow),-390085.03,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-30,2022-05-30,2022-05-30,-3900850.33,1.0,n/a (INR flow),-3900850.33,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-31,2022-05-31,2022-05-31,434369.7,1.0,n/a (INR flow),434369.7,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-31,2022-05-31,2022-05-31,4343697.02,1.0,n/a (INR flow),4343697.02,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,LC_FEES,LC_OPENING_FEE,LC_OPENING_FEE,PNL,USD,2022-05-25,2022-06-01,2022-06-01,2022-06-01,-6938.87,77.5308,spot at settlement,-537976.17,,roll following on the LME panel calendar,DIRECT,,-lc_opening_fee_frac_per_month x ceil(validity/30) x lc_value_usd,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-01,2022-06-01,2022-06-01,1263104.89,1.0,n/a (INR flow),1263104.89,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-01,2022-06-01,2022-06-01,12631048.86,1.0,n/a (INR flow),12631048.86,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-06,2022-06-06,2022-06-06,-432567.09,1.0,n/a (INR flow),-432567.09,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-06,2022-06-06,2022-06-06,-4325670.89,1.0,n/a (INR flow),-4325670.89,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-07,2022-06-07,2022-06-07,242024.5,1.0,n/a (INR flow),242024.5,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-07,2022-06-07,2022-06-07,2420244.95,1.0,n/a (INR flow),2420244.95,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,FREIGHT:L1,FREIGHT,FREIGHT,PNL,USD,2022-05-25,2022-05-27,2022-06-08,2022-06-08,-85500.0,77.6739,spot at settlement,-6641118.45,,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
REALISED,T07,INSURANCE:L1,INSURANCE,INSURANCE,PNL,USD,2022-05-25,2022-06-08,2022-06-08,2022-06-08,-2262.45,77.6739,spot at settlement,-175733.08,,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-08,2022-06-08,2022-06-08,-511459.72,1.0,n/a (INR flow),-511459.72,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-08,2022-06-08,2022-06-08,-5114597.16,1.0,n/a (INR flow),-5114597.16,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-09,2022-06-09,2022-06-09,111646.94,1.0,n/a (INR flow),111646.94,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-09,2022-06-09,2022-06-09,1116469.39,1.0,n/a (INR flow),1116469.39,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-10,2022-06-10,2022-06-10,571837.3,1.0,n/a (INR flow),571837.3,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-10,2022-06-10,2022-06-10,5718373.03,1.0,n/a (INR flow),5718373.03,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-13,2022-06-13,2022-06-13,1036647.45,1.0,n/a (INR flow),1036647.45,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-13,2022-06-13,2022-06-13,10366474.51,1.0,n/a (INR flow),10366474.51,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-14,2022-06-14,2022-06-14,27295.9,1.0,n/a (INR flow),27295.9,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-14,2022-06-14,2022-06-14,272959.05,1.0,n/a (INR flow),272959.05,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,BILL_COMMISSION:L1,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-2365.52,78.1461,spot at settlement,-184856.48,,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
REALISED,T07,FREIGHT:L2,FREIGHT,FREIGHT,PNL,USD,2022-05-25,2022-05-27,2022-06-15,2022-06-15,-85500.0,78.1461,spot at settlement,-6681491.55,,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
REALISED,T07,FX:T07-FX-1,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-25,2022-06-15,2022-06-15,2022-06-15,601537.64,1.0,n/a (INR flow),601537.64,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T07,FX:T07-FX-3,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-27,2022-06-15,2022-06-15,2022-06-15,52854.22,1.0,n/a (INR flow),52854.22,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T07,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-2262.45,78.1461,spot at settlement,-176801.41,,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-15,2022-06-15,2022-06-15,47996.73,1.0,n/a (INR flow),47996.73,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-15,2022-06-15,2022-06-15,479967.28,1.0,n/a (INR flow),479967.28,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-25,,2022-06-15,2022-06-15,-1971270.0,78.1461,spot at settlement,-154047062.55,,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-16,2022-06-16,2022-06-16,860944.45,1.0,n/a (INR flow),860944.45,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-16,2022-06-16,2022-06-16,8609444.46,1.0,n/a (INR flow),8609444.46,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-17,2022-06-17,2022-06-17,279147.0,1.0,n/a (INR flow),279147.0,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-17,2022-06-17,2022-06-17,2791469.97,1.0,n/a (INR flow),2791469.97,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-20,2022-06-20,2022-06-20,173654.58,1.0,n/a (INR flow),173654.58,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-20,2022-06-20,2022-06-20,1736545.82,1.0,n/a (INR flow),1736545.82,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-21,2022-06-21,2022-06-21,25697115.9,1.0,n/a (INR flow),25697115.9,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-06-21,,2022-06-21,2022-06-21,-123500.0,1.0,n/a (INR flow),-123500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-06-21,2022-06-21,2022-06-21,2022-06-21,-79082.49,1.0,n/a (INR flow),-79082.49,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-21,2022-06-21,2022-06-21,-6513626.07,1.0,n/a (INR flow),-6513626.07,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-21,2022-06-21,2022-06-21,-26455963.95,1.0,n/a (INR flow),-26455963.95,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-06-21,,2022-06-21,2022-06-21,-123500.0,1.0,n/a (INR flow),-123500.0,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
REALISED,T07,MCX:T07-MCX-2,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-06-21,2022-06-21,2022-06-21,2022-06-21,-79330.84,1.0,n/a (INR flow),-79330.84,,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-21,2022-06-21,2022-06-21,-0.0,1.0,n/a (INR flow),-0.0,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
REALISED,T07,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-05-25,2022-06-22,2022-06-22,2022-06-22,-2365.52,78.3267,spot at settlement,-185283.69,,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
REALISED,T07,FX:T07-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-25,2022-06-22,2022-06-22,2022-06-22,850237.99,1.0,n/a (INR flow),850237.99,,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-22,2022-06-22,2022-06-22,609448.4,1.0,n/a (INR flow),609448.4,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-22,2022-06-22,2022-06-22,6094484.0,1.0,n/a (INR flow),6094484.0,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,PURCHASE:L2,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-25,,2022-06-22,2022-06-22,-1971270.0,78.3267,spot at settlement,-154403073.91,,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-23,2022-06-23,2022-06-23,-241732.48,1.0,n/a (INR flow),-241732.48,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-23,2022-06-23,2022-06-23,-2417324.78,1.0,n/a (INR flow),-2417324.78,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-24,2022-06-24,2022-06-24,464287.06,1.0,n/a (INR flow),464287.06,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-24,2022-06-24,2022-06-24,4642870.64,1.0,n/a (INR flow),4642870.64,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-27,2022-06-27,2022-06-27,-217252.24,1.0,n/a (INR flow),-217252.24,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-27,2022-06-27,2022-06-27,-2172522.44,1.0,n/a (INR flow),-2172522.44,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-28,2022-06-28,2022-06-28,-670012.77,1.0,n/a (INR flow),-670012.77,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-28,2022-06-28,2022-06-28,-6700127.66,1.0,n/a (INR flow),-6700127.66,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-29,2022-06-29,2022-06-29,520035.79,1.0,n/a (INR flow),520035.79,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-29,2022-06-29,2022-06-29,5200357.94,1.0,n/a (INR flow),5200357.94,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-06-30,2022-06-30,2022-06-30,554837.76,1.0,n/a (INR flow),554837.76,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-06-30,2022-06-30,2022-06-30,5548377.6,1.0,n/a (INR flow),5548377.6,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-07-01,2022-07-01,2022-07-01,150066.82,1.0,n/a (INR flow),150066.82,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-07-01,2022-07-01,2022-07-01,1500668.25,1.0,n/a (INR flow),1500668.25,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-06-21,2022-07-04,2022-07-04,2022-07-04,-459814.37,1.0,n/a (INR flow),-459814.37,,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
REALISED,T07,MCX:T07-MCX-2,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-06-21,2022-07-04,2022-07-04,2022-07-04,-4598143.68,1.0,n/a (INR flow),-4598143.68,,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
