series,dist,block,first_target,sample_end,n_obs,omega_pct2,alpha,beta,persistence,half_life_days,uncond_vol_daily_frac,nu,loglik,converged,boundary_fit
fx,normal,2020-04-18/2020-04-24,2020-04-20,2020-04-17,580,0.01090836,0.11789,0.8193512,0.9372412,10.6943,0.0041691,,-258.45291569,True,False
fx,normal,2020-04-25/2020-05-01,2020-04-27,2020-04-24,585,0.01095685,0.11746217,0.81919558,0.93665775,10.5925,0.00415907,,-261.53875507,True,False
fx,normal,2020-05-02/2020-05-08,2020-05-04,2020-05-01,590,0.01071605,0.11440431,0.82347206,0.93787636,10.8073,0.00415326,,-264.62744889,True,False
fx,normal,2020-05-09/2020-05-15,2020-05-11,2020-05-07,594,0.01062899,0.11280072,0.82529371,0.93809443,10.8466,0.00414363,,-267.03117576,True,False
fx,normal,2020-05-16/2020-05-22,2020-05-18,2020-05-15,599,0.0099512,0.10676005,0.83577004,0.94253009,11.7111,0.00416119,,-271.25766327,True,False
fx,normal,2020-05-23/2020-05-29,2020-05-26,2020-05-22,604,0.01017135,0.10671347,0.8334938,0.94020727,11.2424,0.00412444,,-272.42899094,True,False
fx,normal,2020-05-30/2020-06-05,2020-06-01,2020-05-29,608,0.01027278,0.10726596,0.83186702,0.93913298,11.0377,0.00410821,,-273.34481738,True,False
fx,normal,2020-06-06/2020-06-12,2020-06-08,2020-06-05,613,0.01032514,0.10804013,0.83022486,0.93826499,10.8775,0.00408961,,-273.99562209,True,False
fx,normal,2020-06-13/2020-06-19,2020-06-15,2020-06-12,618,0.0103514,0.11010554,0.82756218,0.93766772,10.7699,0.00407514,,-273.81672211,True,False
fx,normal,2020-06-20/2020-06-26,2020-06-22,2020-06-19,623,0.01021674,0.11247057,0.82580967,0.93828025,10.8803,0.00406859,,-273.32908236,True,False
fx,normal,2020-06-27/2020-07-03,2020-06-29,2020-06-26,628,0.01025415,0.1072664,0.83019622,0.93746263,10.7334,0.0040493,,-275.70482417,True,False
fx,normal,2020-07-04/2020-07-10,2020-07-06,2020-07-03,633,0.01046997,0.0982718,0.83802813,0.93629993,10.531,0.00405418,,-281.46370903,True,False
fx,normal,2020-07-11/2020-07-17,2020-07-13,2020-07-10,638,0.01023405,0.09518496,0.84153431,0.93671928,10.6032,0.0040215,,-282.44123316,True,False
fx,normal,2020-07-18/2020-07-24,2020-07-20,2020-07-17,643,0.01021269,0.09509669,0.84122543,0.93632212,10.5348,0.00400475,,-283.20540884,True,False
fx,normal,2020-07-25/2020-07-31,2020-07-27,2020-07-24,648,0.01015207,0.09522134,0.8410056,0.93622694,10.5186,0.00398987,,-283.69835413,True,False
fx,normal,2020-08-01/2020-08-07,2020-08-03,2020-07-31,653,0.01006587,0.0977025,0.83858555,0.93628805,10.529,0.0039748,,-282.89795657,True,False
fx,normal,2020-08-08/2020-08-14,2020-08-10,2020-08-07,658,0.00992613,0.09517598,0.84169559,0.93687157,10.6296,0.00396531,,-284.25625759,True,False
fx,normal,2020-08-15/2020-08-21,2020-08-17,2020-08-14,663,0.00976654,0.09444062,0.8431008,0.93754142,10.7474,0.00395434,,-284.84652696,True,False
fx,normal,2020-08-22/2020-08-28,2020-08-24,2020-08-21,668,0.00963353,0.09477005,0.84336903,0.93813908,10.8547,0.00394625,,-285.08647671,True,False
fx,normal,2020-08-29/2020-09-04,2020-09-01,2020-08-28,673,0.01081492,0.09748929,0.83593832,0.93342761,10.0614,0.00403055,,-295.33401226,True,False
fx,normal,2020-09-05/2020-09-11,2020-09-07,2020-09-04,677,0.01071294,0.09563952,0.83795439,0.9335939,10.0875,0.00401652,,-297.63318659,True,False
fx,normal,2020-09-12/2020-09-18,2020-09-14,2020-09-11,682,0.01074681,0.09491821,0.8380341,0.93295231,9.9875,0.00400357,,-300.2275083,True,False
fx,normal,2020-09-19/2020-09-25,2020-09-21,2020-09-18,687,0.01133614,0.09811077,0.83000316,0.92811393,9.2914,0.00397109,,-300.19427757,True,False
fx,normal,2020-09-26/2020-10-02,2020-09-28,2020-09-25,692,0.01148966,0.09873431,0.82825598,0.92699029,9.143,0.00396701,,-301.45243614,True,False
fx,normal,2020-10-03/2020-10-09,2020-10-05,2020-10-02,697,0.01134915,0.09374248,0.83446969,0.92821217,9.3046,0.00397609,,-305.56577192,True,False
fx,normal,2020-10-10/2020-10-16,2020-10-12,2020-10-09,702,0.01118607,0.09165898,0.83661825,0.92827723,9.3134,0.00394921,,-306.32142306,True,False
fx,normal,2020-10-17/2020-10-23,2020-10-19,2020-10-16,707,0.0112668,0.09290806,0.8342701,0.92717816,9.1675,0.00393341,,-306.4736668,True,False
fx,normal,2020-10-24/2020-10-30,2020-10-26,2020-10-23,712,0.01122908,0.09460555,0.83236347,0.92696902,9.1402,0.0039212,,-306.16447691,True,False
fx,normal,2020-10-31/2020-11-06,2020-11-02,2020-10-30,717,0.01150243,0.09389427,0.83197699,0.92587126,8.9996,0.00393914,,-310.4275155,True,False
fx,normal,2020-11-07/2020-11-13,2020-11-09,2020-11-06,722,0.01131734,0.09214359,0.83425785,0.92640144,9.067,0.00392137,,-311.19579483,True,False
fx,normal,2020-11-14/2020-11-20,2020-11-16,2020-11-13,727,0.01137024,0.09194194,0.83440293,0.92634487,9.0597,0.00392901,,-314.34041903,True,False
fx,normal,2020-11-21/2020-11-27,2020-11-23,2020-11-20,732,0.01136016,0.09180061,0.8339174,0.925718,8.9803,0.00391066,,-314.80290885,True,False
fx,normal,2020-11-28/2020-12-04,2020-11-30,2020-11-27,737,0.01144379,0.09373671,0.83101204,0.92474875,8.86,0.00389967,,-314.70949233,True,False
fx,normal,2020-12-05/2020-12-11,2020-12-07,2020-12-04,742,0.01125388,0.0922909,0.83331854,0.92560945,8.9666,0.00388949,,-315.47539432,True,False
fx,normal,2020-12-12/2020-12-18,2020-12-14,2020-12-11,747,0.01107256,0.09286983,0.83353092,0.92640075,9.0669,0.00387871,,-315.28086393,True,False
fx,normal,2020-12-19/2020-12-25,2020-12-21,2020-12-18,752,0.01082426,0.09426247,0.8334583,0.92772078,9.2389,0.00386983,,-314.53037996,True,False
fx,normal,2020-12-26/2021-01-01,2020-12-29,2020-12-24,756,0.01097078,0.08968207,0.83700579,0.92668786,9.1038,0.00386839,,-317.74400712,True,False
fx,normal,2021-01-02/2021-01-08,2021-01-04,2020-12-31,759,0.01081529,0.08904782,0.83835524,0.92740306,9.197,0.00385976,,-317.91328688,True,False
fx,normal,2021-01-09/2021-01-15,2021-01-11,2021-01-08,764,0.01063677,0.08897127,0.8392061,0.92817737,9.2999,0.00384835,,-317.95723113,True,False
fx,normal,2021-01-16/2021-01-22,2021-01-18,2021-01-15,769,0.01042359,0.08977374,0.83941819,0.92919193,9.4383,0.00383678,,-317.37043258,True,False
fx,normal,2021-01-23/2021-01-29,2021-01-25,2021-01-22,774,0.0101743,0.09077662,0.83982742,0.93060404,9.6376,0.003829,,-316.70579658,True,False
fx,normal,2021-01-30/2021-02-05,2021-02-01,2021-01-29,779,0.00985426,0.09280995,0.83983751,0.93264745,9.9407,0.00382503,,-315.43615613,True,False
fx,normal,2021-02-06/2021-02-12,2021-02-08,2021-02-05,784,0.00945056,0.092705,0.84246274,0.93516774,10.3409,0.00381798,,-314.66922635,True,False
fx,normal,2021-02-13/2021-02-19,2021-02-15,2021-02-12,789,0.00902712,0.09385531,0.844164,0.93801931,10.833,0.00381633,,-313.38815886,True,False
fx,normal,2021-02-20/2021-02-26,2021-02-22,2021-02-19,794,0.00868163,0.09326159,0.84697846,0.94024005,11.2487,0.0038115,,-312.89655838,True,False
fx,normal,2021-02-27/2021-03-05,2021-03-01,2021-02-26,799,0.01326029,0.1085781,0.80518898,0.91376709,7.6863,0.00392139,,-328.81917152,True,False
fx,normal,2021-03-06/2021-03-12,2021-03-08,2021-03-05,804,0.01293868,0.10348502,0.81127159,0.91475661,7.7797,0.00389596,,-332.22666408,True,False
fx,normal,2021-03-13/2021-03-19,2021-03-15,2021-03-12,809,0.01303042,0.10235288,0.8110837,0.91343658,7.6556,0.00387982,,-334.70212361,True,False
fx,normal,2021-03-20/2021-03-26,2021-03-22,2021-03-19,814,0.01374961,0.10597421,0.80173284,0.90770704,7.1581,0.00385976,,-335.03039636,True,False
fx,normal,2021-03-27/2021-04-02,2021-03-29,2021-03-26,819,0.01418895,0.11055286,0.79376725,0.90432012,6.8921,0.00385092,,-334.65479154,True,False
fx,normal,2021-04-03/2021-04-09,2021-04-06,2021-04-01,823,0.01274299,0.08891411,0.82545357,0.91436768,7.7427,0.0038576,,-343.36906931,True,False
fx,normal,2021-04-10/2021-04-16,2021-04-12,2021-04-09,827,0.01263635,0.09051469,0.82617409,0.91668878,7.9684,0.00389457,,-349.12549942,True,False
fx,normal,2021-04-17/2021-04-23,2021-04-19,2021-04-16,832,0.01244807,0.08976974,0.82835963,0.91812937,8.1149,0.0038993,,-352.89267348,True,False
fx,normal,2021-04-24/2021-04-30,2021-04-26,2021-04-23,837,0.0124867,0.08939938,0.82821575,0.91761513,8.062,0.00389314,,-355.75667761,True,False
fx,normal,2021-05-01/2021-05-07,2021-05-04,2021-04-30,842,0.01273355,0.08971337,0.8256731,0.91538646,7.8402,0.00387931,,-357.24786756,True,False
fx,normal,2021-05-08/2021-05-14,2021-05-10,2021-05-07,846,0.01310505,0.09167336,0.82079529,0.91246865,7.567,0.00386935,,-357.64679766,True,False
fx,normal,2021-05-15/2021-05-21,2021-05-17,2021-05-14,851,0.0133802,0.09384983,0.81640322,0.91025305,7.3713,0.00386119,,-357.89872612,True,False
fx,normal,2021-05-22/2021-05-28,2021-05-24,2021-05-21,856,0.01330016,0.0938619,0.81657109,0.91043299,7.3869,0.00385349,,-358.42825657,True,False
fx,normal,2021-05-29/2021-06-04,2021-06-01,2021-05-28,861,0.01316764,0.09517577,0.81567553,0.9108513,7.4232,0.00384323,,-357.76475397,True,False
fx,normal,2021-06-05/2021-06-11,2021-06-07,2021-06-04,865,0.01306686,0.09391914,0.81745362,0.91137276,7.469,0.00383974,,-358.87688893,True,False
fx,normal,2021-06-12/2021-06-18,2021-06-14,2021-06-11,870,0.01284517,0.09439743,0.81802825,0.91242568,7.5631,0.00382985,,-358.4236522,True,False
fx,normal,2021-06-19/2021-06-25,2021-06-21,2021-06-18,875,0.0132634,0.087122,0.82279397,0.90991597,7.3424,0.0038371,,-364.77465635,True,False
fx,normal,2021-06-26/2021-07-02,2021-06-28,2021-06-25,880,0.01292133,0.08435946,0.82684782,0.91120728,7.4544,0.00381474,,-365.00383246,True,False
fx,normal,2021-07-03/2021-07-09,2021-07-05,2021-07-02,885,0.01304678,0.08601262,0.82382292,0.90983554,7.3356,0.00380394,,-364.70492561,True,False
fx,normal,2021-07-10/2021-07-16,2021-07-12,2021-07-09,890,0.0129831,0.084959,0.82540108,0.91036008,7.3806,0.00380573,,-366.92731664,True,False
fx,normal,2021-07-17/2021-07-23,2021-07-19,2021-07-16,895,0.0128241,0.08531064,0.82541953,0.91073017,7.4127,0.00379019,,-366.12584068,True,False
fx,normal,2021-07-24/2021-07-30,2021-07-26,2021-07-23,900,0.01266699,0.08369403,0.82794993,0.91164396,7.493,0.00378633,,-367.66746401,True,False
fx,normal,2021-07-31/2021-08-06,2021-08-02,2021-07-30,905,0.01257976,0.08542716,0.82634258,0.91176974,7.5042,0.00377596,,-366.64297257,True,False
fx,normal,2021-08-07/2021-08-13,2021-08-09,2021-08-06,910,0.01236896,0.08755232,0.82538919,0.91294151,7.61,0.0037693,,-365.36546206,True,False
fx,normal,2021-08-14/2021-08-20,2021-08-16,2021-08-13,915,0.01205978,0.0885201,0.82638297,0.91490307,7.7937,0.00376455,,-364.49626445,True,False
fx,normal,2021-08-21/2021-08-27,2021-08-23,2021-08-20,920,0.01159073,0.08949309,0.82848726,0.91798036,8.0995,0.00375921,,-363.07471678,True,False
fx,normal,2021-08-28/2021-09-03,2021-08-31,2021-08-27,925,0.01165911,0.08941024,0.82811612,0.91752636,8.0529,0.00375989,,-364.09731399,True,False
fx,normal,2021-09-04/2021-09-10,2021-09-06,2021-09-03,929,0.01261537,0.0921361,0.81928684,0.91142294,7.4734,0.00377389,,-368.54382278,True,False
fx,normal,2021-09-11/2021-09-17,2021-09-13,2021-09-10,934,0.01249675,0.09105234,0.82065273,0.91170508,7.4985,0.0037621,,-369.31442687,True,False
fx,normal,2021-09-18/2021-09-24,2021-09-20,2021-09-17,939,0.01248764,0.09141663,0.81992056,0.91133719,7.4659,0.00375292,,-369.55307687,True,False
fx,normal,2021-09-25/2021-10-01,2021-09-27,2021-09-24,944,0.0124722,0.09268072,0.81841648,0.9110972,7.4447,0.00374553,,-369.18182567,True,False
fx,normal,2021-10-02/2021-10-08,2021-10-04,2021-10-01,949,0.0123814,0.09306529,0.81846154,0.91152683,7.4826,0.00374093,,-369.28707873,True,False
fx,normal,2021-10-09/2021-10-15,2021-10-11,2021-10-08,954,0.01240956,0.09294839,0.81841839,0.91136679,7.4685,0.0037418,,-370.93032458,True,False
fx,normal,2021-10-16/2021-10-22,2021-10-18,2021-10-15,959,0.01241485,0.0923721,0.81896088,0.91133298,7.4655,0.00374188,,-373.12462143,True,False
fx,normal,2021-10-23/2021-10-29,2021-10-25,2021-10-22,964,0.01237313,0.09195571,0.81934335,0.91129906,7.4625,0.00373487,,-374.27587617,True,False
fx,normal,2021-10-30/2021-11-05,2021-11-01,2021-10-29,969,0.0123411,0.09201058,0.81917083,0.91118141,7.4521,0.00372756,,-374.81885787,True,False
fx,normal,2021-11-06/2021-11-12,2021-11-08,2021-11-05,974,0.01230566,0.09260035,0.81850286,0.9111032,7.4453,0.00372057,,-374.78972178,True,False
fx,normal,2021-11-13/2021-11-19,2021-11-15,2021-11-12,979,0.01219146,0.09348615,0.81808939,0.91157554,7.4869,0.00371314,,-374.20994196,True,False
fx,normal,2021-11-20/2021-11-26,2021-11-22,2021-11-19,984,0.01199481,0.09570583,0.81703159,0.91273742,7.5914,0.00370751,,-372.65456166,True,False
fx,normal,2021-11-27/2021-12-03,2021-11-29,2021-11-26,989,0.01196449,0.09612522,0.81678979,0.912915,7.6076,0.0037066,,-372.78700363,True,False
fx,normal,2021-12-04/2021-12-10,2021-12-06,2021-12-03,994,0.01161047,0.09494034,0.82013628,0.91507662,7.8103,0.00369753,,-372.47222515,True,False
fx,normal,2021-12-11/2021-12-17,2021-12-13,2021-12-10,999,0.01136562,0.09454411,0.82198531,0.91652943,7.9525,0.00369003,,-372.07835306,True,False
fx,normal,2021-12-18/2021-12-24,2021-12-20,2021-12-17,1004,0.01147688,0.09407922,0.82173222,0.91581145,7.8816,0.0036922,,-374.08025034,True,False
fx,normal,2021-12-25/2021-12-31,2021-12-29,2021-12-24,1009,0.01135718,0.09314093,0.82335691,0.91649784,7.9493,0.00368796,,-375.26109832,True,False
fx,normal,2022-01-01/2022-01-07,2022-01-04,2021-12-31,1012,0.01137404,0.09311256,0.82330208,0.91641463,7.9411,0.00368886,,-376.55845458,True,False
fx,normal,2022-01-08/2022-01-14,2022-01-10,2022-01-07,1016,0.01133301,0.09271195,0.82379811,0.91651006,7.9506,0.0036843,,-377.53259553,True,False
fx,normal,2022-01-15/2022-01-21,2022-01-17,2022-01-14,1021,0.01129658,0.0924142,0.82409439,0.91650859,7.9504,0.00367835,,-378.32066636,True,False
fx,normal,2022-01-22/2022-01-28,2022-01-24,2022-01-21,1026,0.01121864,0.09213596,0.8245627,0.91669866,7.9694,0.00366981,,-378.58346217,True,False
fx,normal,2022-01-29/2022-02-04,2022-01-31,2022-01-28,1031,0.01115753,0.09242831,0.82442411,0.91685243,7.9848,0.00366319,,-378.55843522,True,False
fx,normal,2022-02-05/2022-02-11,2022-02-07,2022-02-04,1036,0.0110441,0.09190268,0.82555178,0.91745446,8.0456,0.00365779,,-378.95884582,True,False
fx,normal,2022-02-12/2022-02-18,2022-02-14,2022-02-11,1041,0.01091258,0.09207422,0.82605862,0.91813284,8.1152,0.00365097,,-378.51442584,True,False
fx,normal,2022-02-19/2022-02-25,2022-02-21,2022-02-18,1046,0.01106147,0.09202843,0.82531936,0.91734779,8.0348,0.0036583,,-381.26390066,True,False
fx,normal,2022-02-26/2022-03-04,2022-02-28,2022-02-25,1051,0.0113171,0.09159354,0.8252899,0.91688345,7.9879,0.00368998,,-388.714339,True,False
fx,normal,2022-03-05/2022-03-11,2022-03-07,2022-03-04,1056,0.01116473,0.08929032,0.8280919,0.91738222,8.0383,0.0036761,,-390.56239467,True,False
fx,normal,2022-03-12/2022-03-18,2022-03-14,2022-03-11,1061,0.01108867,0.08917733,0.8290453,0.91822264,8.1245,0.00368233,,-394.08704543,True,False
fx,normal,2022-03-19/2022-03-25,2022-03-21,2022-03-18,1066,0.01118321,0.08919336,0.82798707,0.91718043,8.0178,0.00367466,,-395.47177915,True,False
fx,normal,2022-03-26/2022-04-01,2022-03-28,2022-03-25,1071,0.0112839,0.08953289,0.82652745,0.91606034,7.906,0.00366645,,-396.23231212,True,False
fx,normal,2022-04-02/2022-04-08,2022-04-04,2022-04-01,1076,0.01127196,0.08932046,0.82652791,0.91584837,7.8852,0.00365989,,-396.95421671,True,False
fx,normal,2022-04-09/2022-04-15,2022-04-11,2022-04-08,1081,0.01118395,0.08809089,0.82875127,0.91684216,7.9837,0.0036673,,-400.48548879,True,False
fx,normal,2022-04-16/2022-04-22,2022-04-19,2022-04-14,1085,0.01118064,0.08782694,0.82857821,0.91640515,7.9401,0.00365716,,-400.59047055,True,False
fx,normal,2022-04-23/2022-04-29,2022-04-25,2022-04-22,1089,0.01115223,0.08760332,0.82889242,0.91649573,7.9491,0.00365449,,-401.49221521,True,False
fx,normal,2022-04-30/2022-05-06,2022-05-03,2022-04-29,1094,0.01119964,0.08898113,0.82673078,0.91571191,7.8719,0.00364518,,-400.68906285,True,False
fx,normal,2022-05-07/2022-05-13,2022-05-09,2022-05-06,1098,0.0113404,0.08727343,0.82775924,0.91503267,7.8061,0.00365332,,-404.06156883,True,False
fx,normal,2022-05-14/2022-05-20,2022-05-16,2022-05-13,1103,0.01136382,0.08706095,0.82762496,0.91468591,7.7729,0.00364966,,-405.95614761,True,False
fx,normal,2022-05-21/2022-05-27,2022-05-23,2022-05-20,1108,0.01136142,0.08685853,0.82755536,0.91441389,7.7471,0.00364347,,-407.04481962,True,False
fx,normal,2022-05-28/2022-06-03,2022-05-30,2022-05-27,1113,0.01158644,0.08956017,0.82270693,0.9122671,7.5488,0.00363407,,-405.8986763,True,False
fx,normal,2022-06-04/2022-06-10,2022-06-06,2022-06-01,1116,0.01165205,0.09114854,0.820534,0.91168254,7.4964,0.00363227,,-405.36516749,True,False
fx,normal,2022-06-11/2022-06-17,2022-06-13,2022-06-10,1121,0.01152629,0.0931295,0.81930218,0.91243168,7.5636,0.00362803,,-403.94811408,True,False
fx,normal,2022-06-18/2022-06-24,2022-06-20,2022-06-17,1126,0.01126906,0.09380955,0.82038092,0.91419047,7.726,0.0036239,,-402.82358903,True,False
fx,normal,2022-06-25/2022-07-01,2022-06-27,2022-06-24,1131,0.01099622,0.09417751,0.82191807,0.91609557,7.9095,0.00362017,,-401.82371516,True,False
fx,normal,2022-07-02/2022-07-08,2022-07-04,2022-07-01,1136,0.01106133,0.09167493,0.82368485,0.91535979,7.8377,0.00361506,,-403.85123593,True,False
fx,normal,2022-07-09/2022-07-15,2022-07-11,2022-07-08,1141,0.01099038,0.09056803,0.8251643,0.91573232,7.8739,0.0036114,,-405.13690595,True,False
fx,normal,2022-07-16/2022-07-22,2022-07-18,2022-07-15,1146,0.01092293,0.08970893,0.82643706,0.91614599,7.9145,0.00360917,,-406.3984438,True,False
fx,normal,2022-07-23/2022-07-29,2022-07-25,2022-07-22,1151,0.01078571,0.08961753,0.82706918,0.9166867,7.9682,0.00359805,,-405.55025155,True,False
fx,normal,2022-07-30/2022-08-05,2022-08-01,2022-07-29,1156,0.01083736,0.0903884,0.82586602,0.91625442,7.9252,0.00359733,,-405.92540008,True,False
fx,normal,2022-08-06/2022-08-12,2022-08-08,2022-08-05,1161,0.01132294,0.09320151,0.82010614,0.91330765,7.6437,0.00361401,,-410.35888858,True,False
fx,normal,2022-08-13/2022-08-19,2022-08-15,2022-08-12,1166,0.01131397,0.09259945,0.8202451,0.91284455,7.6012,0.00360297,,-410.96982431,True,False
fx,normal,2022-08-20/2022-08-26,2022-08-22,2022-08-19,1171,0.01138948,0.09332779,0.81866283,0.91199062,7.5239,0.00359739,,-411.23977582,True,False
fx,normal,2022-08-27/2022-09-02,2022-08-30,2022-08-26,1176,0.01146901,0.09562031,0.81536628,0.91098659,7.435,0.00358951,,-409.81321482,True,False
fx,normal,2022-09-03/2022-09-09,2022-09-05,2022-09-02,1180,0.01139383,0.09496227,0.81649708,0.91145935,7.4766,0.00358726,,-410.28456078,True,False
fx,normal,2022-09-10/2022-09-16,2022-09-12,2022-09-09,1185,0.01122736,0.09485352,0.81760755,0.91246107,7.5663,0.00358128,,-409.76816296,True,False
fx,normal,2022-09-17/2022-09-23,2022-09-19,2022-09-16,1190,0.01123184,0.09461534,0.81779565,0.91241099,7.5618,0.00358097,,-411.03457437,True,False
fx,normal,2022-09-24/2022-09-30,2022-09-26,2022-09-23,1195,0.01150602,0.09190662,0.81926956,0.91117618,7.4517,0.00359913,,-418.13479656,True,False
fx,normal,2022-10-01/2022-10-07,2022-10-03,2022-09-30,1200,0.01152697,0.09154596,0.81923614,0.9107821,7.4172,0.00359444,,-420.45365795,True,False
fx,normal,2022-10-08/2022-10-14,2022-10-10,2022-10-07,1205,0.01133487,0.09013359,0.82221882,0.91235241,7.5565,0.00359615,,-423.3217173,True,False
fx,normal,2022-10-15/2022-10-21,2022-10-17,2022-10-14,1210,0.0114653,0.09035419,0.82047077,0.91082496,7.4209,0.00358568,,-423.83353333,True,False
fx,normal,2022-10-22/2022-10-28,2022-10-24,2022-10-21,1215,0.0109298,0.08527927,0.82999961,0.91527888,7.8298,0.00359179,,-428.28339792,True,False
fx,normal,2022-10-29/2022-11-04,2022-10-31,2022-10-28,1220,0.01070076,0.08385451,0.83361266,0.91746717,8.0469,0.00360076,,-432.50117155,True,False
fx,normal,2022-11-05/2022-11-11,2022-11-07,2022-11-04,1225,0.01041678,0.08333823,0.83717891,0.92051714,8.3694,0.00362018,,-437.68727553,True,False
fx,normal,2022-11-12/2022-11-18,2022-11-14,2022-11-11,1230,0.01019082,0.08395655,0.83926205,0.9232186,8.6764,0.00364315,,-443.26620643,True,False
fx,normal,2022-11-19/2022-11-25,2022-11-21,2022-11-18,1235,0.01017689,0.08358964,0.83963511,0.92322475,8.6771,0.0036408,,-446.69347547,True,False
fx,normal,2022-11-26/2022-12-02,2022-11-28,2022-11-25,1240,0.01060722,0.0844394,0.83470875,0.91914815,8.2216,0.00362206,,-447.16483756,True,False
fx,normal,2022-12-03/2022-12-09,2022-12-05,2022-12-02,1245,0.01109248,0.08729729,0.82774923,0.91504652,7.8074,0.00361346,,-447.07977816,True,False
fx,normal,2022-12-10/2022-12-16,2022-12-12,2022-12-09,1250,0.01063483,0.08358834,0.83520292,0.91879125,8.1839,0.00361879,,-451.01292433,True,False
fx,normal,2022-12-17/2022-12-23,2022-12-19,2022-12-16,1255,0.01066859,0.08363728,0.83468024,0.91831752,8.1344,0.00361401,,-452.07081261,True,False
fx,normal,2022-12-24/2022-12-30,2022-12-28,2022-12-23,1260,0.01084024,0.08532382,0.8312582,0.91658202,7.9577,0.00360487,,-451.26045612,True,False
fx,t,2018-12-22/2018-12-28,2018-12-28,2018-12-27,250,0.00095337,0.0,1.0,1.0,inf,,4.57216187,-112.88684336,True,True
fx,t,2018-12-29/2019-01-04,2018-12-31,2018-12-28,251,0.00094566,0.0,1.0,1.0,440900787.9359,7.75577882,4.59599276,-113.32874834,True,True
fx,t,2019-01-05/2019-01-11,2019-01-07,2019-01-04,255,0.00094921,1e-08,1.0,1.00000001,inf,,4.77524983,-117.6570238,True,True
fx,t,2019-01-12/2019-01-18,2019-01-14,2019-01-11,260,0.00092522,0.0,1.0,1.0,inf,,4.80394648,-120.17988733,True,True
fx,t,2019-01-19/2019-01-25,2019-01-21,2019-01-18,265,0.00089157,0.0,1.0,1.0,1035979818.7561,11.54356803,4.80066708,-121.8021708,True,True
fx,t,2019-01-26/2019-02-01,2019-01-28,2019-01-25,270,0.0008562,0.0,1.0,1.0,9416764356206.83,1078.51094248,4.73260253,-122.82724451,True,True
fx,t,2019-02-02/2019-02-08,2019-02-04,2019-02-01,275,0.00777302,0.07117904,0.89004476,0.96122381,17.5267,0.00447726,4.54510617,-124.48453015,True,False
fx,t,2019-02-09/2019-02-15,2019-02-11,2019-02-08,280,0.00644858,0.0580156,0.91009738,0.96811299,21.3892,0.00449702,4.54169717,-126.92485989,True,False
fx,t,2019-02-16/2019-02-22,2019-02-18,2019-02-15,285,0.00078422,0.0,1.0,1.0,inf,,4.79636479,-129.16998365,True,True
fx,t,2019-02-23/2019-03-01,2019-02-25,2019-02-22,290,0.00596408,0.05380913,0.91592584,0.96973497,22.5542,0.00443917,4.60480811,-130.26845463,True,False
fx,t,2019-03-02/2019-03-08,2019-03-04,2019-03-01,295,0.00556648,0.04944499,0.92185059,0.97129558,23.7995,0.00440368,4.70778474,-132.32596622,True,False
fx,t,2019-03-09/2019-03-15,2019-03-11,2019-03-08,300,0.00525006,0.04589997,0.92640944,0.97230941,24.6837,0.00435428,4.88869914,-134.63738221,True,False
fx,t,2019-03-16/2019-03-22,2019-03-18,2019-03-15,305,0.00483748,0.04181601,0.93257516,0.97439117,26.7187,0.00434625,5.0092626,-137.25317562,True,False
fx,t,2019-03-23/2019-03-29,2019-03-25,2019-03-22,310,0.00093311,0.0,0.99834969,0.99834969,419.6648,0.00751941,5.12018777,-142.07570758,True,True
fx,t,2019-03-30/2019-04-05,2019-04-01,2019-03-29,315,0.00278444,0.02470247,0.96167971,0.98638218,50.5526,0.00452184,5.20659294,-143.89817073,True,False
fx,t,2019-04-06/2019-04-12,2019-04-08,2019-04-05,320,0.00092654,0.0,0.99837199,0.99837199,425.4155,0.00754403,5.14892986,-149.11391485,True,True
fx,t,2019-04-13/2019-04-19,2019-04-15,2019-04-12,325,0.00094518,0.0,0.99813181,0.99813181,370.6802,0.00711293,5.27209328,-151.83049619,True,True
fx,t,2019-04-20/2019-04-26,2019-04-23,2019-04-18,329,0.00106053,0.0,0.99722501,0.99722501,249.4367,0.00618203,5.22965293,-152.87150658,True,True
fx,t,2019-04-27/2019-05-03,2019-04-29,2019-04-26,333,0.00102738,0.0,0.99738315,0.99738315,264.5322,0.00626581,5.38523204,-155.51288631,True,True
fx,t,2019-05-04/2019-05-10,2019-05-07,2019-05-03,338,0.00114963,0.0,0.99640528,0.99640528,192.4769,0.00565518,5.36315841,-156.84448611,True,True
fx,t,2019-05-11/2019-05-17,2019-05-13,2019-05-10,342,0.00120231,0.0,0.99594761,0.99594761,170.6999,0.00544694,5.40656243,-158.34958411,True,True
fx,t,2019-05-18/2019-05-24,2019-05-20,2019-05-17,347,0.00120416,0.0,0.99589079,0.99589079,168.3347,0.00541331,5.46959442,-161.38849127,True,True
fx,t,2019-05-25/2019-05-31,2019-05-28,2019-05-24,352,0.00117716,0.0,0.99604963,0.99604963,175.1169,0.00545882,5.55925058,-164.85182177,True,True
fx,t,2019-06-01/2019-06-07,2019-06-03,2019-05-31,356,0.00128618,0.0,0.99520463,0.99520463,144.1983,0.00517892,5.50548559,-165.56762885,True,True
fx,t,2019-06-08/2019-06-14,2019-06-10,2019-06-07,361,0.00184507,0.01091934,0.98035696,0.9912763,79.1085,0.00459892,5.63211859,-167.58957873,True,False
fx,t,2019-06-15/2019-06-21,2019-06-17,2019-06-14,366,0.00215194,0.01646486,0.97254852,0.98901338,62.7429,0.00442571,5.7307177,-168.51469546,True,False
