obs_id,buyer_id,quarter,latent_weakness,utilisation_frac,dpd_max_days,history_months,order_concentration_frac,true_pd_12m_frac,default_12m,split,label
OBS_00902,SYN_0002,4,-0.88896545,0.61800625,0.0,53.10107735,0.04484138,0.01548125,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00903,SYN_0003,4,-1.02520018,0.11661506,5.0,29.19409246,0.06395374,0.00997801,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00904,SYN_0004,4,-0.26387752,0.78540786,0.0,74.3424942,0.18496857,0.01837671,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00905,SYN_0005,4,-0.35580577,0.49583036,0.0,67.76738195,0.15515252,0.01052207,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00906,SYN_0006,4,-0.44525982,0.35330638,9.0,65.56194518,0.1709635,0.01173113,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00907,SYN_0007,4,-1.3010895,0.5118209,0.0,32.04731557,0.05318257,0.0182296,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00908,SYN_0008,4,-0.52966119,0.44597169,0.0,79.49806872,0.02687249,0.00635347,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00909,SYN_0009,4,0.94499485,0.92525755,7.0,26.33600778,0.30973618,0.08987517,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00910,SYN_0010,4,-0.31438297,0.48005257,0.0,30.05256915,0.12237526,0.0193903,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00911,SYN_0011,4,0.26173537,0.08163581,0.0,30.04862257,0.31142962,0.01047593,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00912,SYN_0012,4,1.70554857,0.65651196,14.0,65.24394015,0.24073608,0.03074014,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00913,SYN_0013,4,-1.63125673,0.55449921,0.0,95.61280205,0.11879903,0.00681772,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00914,SYN_0014,4,-0.69370204,0.23463932,0.0,25.16168508,0.15327487,0.0129083,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00915,SYN_0015,4,0.75582743,0.75967476,0.0,28.48416717,0.36055417,0.05033568,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00916,SYN_0016,4,-0.27802157,0.16472443,0.0,41.97371603,0.1986537,0.00864488,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00917,SYN_0017,4,-1.46600943,0.37482986,0.0,29.54861286,0.09279213,0.01491774,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00918,SYN_0018,4,0.30223133,0.54947436,0.0,21.87007447,0.43409364,0.03989959,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00919,SYN_0019,4,0.97550901,0.28076116,29.0,21.74129033,0.14354794,0.04706053,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00920,SYN_0020,4,-0.07126457,0.44536634,0.0,99.32985169,0.20131671,0.00560373,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00921,SYN_0021,4,-0.47004256,0.4403908,0.0,39.01648064,0.3397696,0.02033721,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00922,SYN_0022,4,0.72005378,0.74259583,0.0,176.33009125,0.1480677,0.00241963,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00923,SYN_0023,4,1.96947148,0.96000485,3.0,40.43242006,0.29809214,0.06427141,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00924,SYN_0024,4,-0.07803987,0.24773754,0.0,54.44372571,0.05382299,0.00675182,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00925,SYN_0025,4,-0.9825838,0.23604444,0.0,25.59711884,0.08859455,0.01174803,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00926,SYN_0026,4,-0.36531372,0.5038577,0.0,15.77169099,0.04603181,0.0238595,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00927,SYN_0027,4,-0.23075649,0.33125899,11.0,46.54473094,0.15416949,0.01676337,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00928,SYN_0028,4,-0.84436642,0.24811447,13.0,40.21495466,0.07896444,0.01531489,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00929,SYN_0029,4,-0.08521626,0.49103802,0.0,52.75249817,0.11354477,0.01295362,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00930,SYN_0030,4,-2.27601856,0.30471981,0.0,53.56317016,0.05749239,0.00782548,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00931,SYN_0031,4,-0.09532461,0.5998832,11.0,55.08173989,0.38147127,0.03511763,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00932,SYN_0032,4,0.80086581,0.4629046,0.0,63.92429234,0.3256002,0.01328835,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00933,SYN_0033,4,-0.05785585,0.45926589,0.0,57.9028395,0.05827505,0.01017839,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00934,SYN_0034,4,1.00254809,0.59535674,8.0,32.30317772,0.10424235,0.03201756,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00935,SYN_0035,4,0.49378487,0.57586228,13.0,33.90395385,0.18218374,0.04028984,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00936,SYN_0036,4,1.23519406,0.73686171,17.0,49.84650281,0.43321919,0.06948091,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00937,SYN_0037,4,0.32137738,0.68826143,0.0,82.64789944,0.05821881,0.0107028,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00938,SYN_0038,4,0.55070096,0.65674773,35.0,42.99975598,0.12984373,0.08783918,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00939,SYN_0039,4,-0.42985911,0.52081096,27.0,37.5131089,0.20385135,0.05938152,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00940,SYN_0040,4,0.83663492,0.39444131,7.0,23.21545906,0.10703052,0.02354719,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00941,SYN_0041,4,0.68442088,0.36043245,0.0,29.56143005,0.23917494,0.01767186,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00942,SYN_0042,4,0.1464648,0.63771554,29.0,59.26461822,0.18828569,0.05484556,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00943,SYN_0043,4,-1.0859714,0.37916226,0.0,43.29990455,0.14412083,0.0125615,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00944,SYN_0044,4,0.36837233,0.68978015,0.0,63.39649219,0.13844149,0.01707372,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00945,SYN_0045,4,-1.86610343,0.29502712,7.0,86.27187211,0.06207434,0.00558461,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00946,SYN_0046,4,0.13986389,0.44794303,0.0,44.68660131,0.02862755,0.01215002,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00947,SYN_0047,4,-0.09740044,0.57926692,11.0,78.50902849,0.58245559,0.02891525,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00948,SYN_0048,4,-0.26983995,0.48468451,0.0,35.61549441,0.18983413,0.01941262,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00949,SYN_0049,4,-0.5594288,0.06761316,4.0,29.75931869,0.11190816,0.00909654,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00950,SYN_0050,4,0.81076185,0.48795918,12.0,65.60839078,0.25326512,0.0198902,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00951,SYN_0051,4,-1.06873881,0.10304264,0.0,22.54361419,0.08842601,0.00926235,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00952,SYN_0052,4,-0.55669468,0.23439183,0.0,47.44889348,0.24336331,0.00969913,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00953,SYN_0053,4,1.09453646,0.99796362,27.0,38.56345437,0.24981505,0.16068895,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00954,SYN_0054,4,0.0121293,0.69718581,13.0,38.30540414,0.30392602,0.05670572,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00955,SYN_0055,4,0.49968091,0.61159235,28.0,13.42868836,0.09516906,0.09766217,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00956,SYN_0056,4,-0.62697615,0.38904222,0.0,180.0,0.0579363,0.00090664,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00957,SYN_0057,4,-0.74126557,0.5148372,0.0,44.31287302,0.25613129,0.01937861,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00958,SYN_0058,4,-0.18296089,0.62762814,0.0,19.7906728,0.09905019,0.03119297,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00959,SYN_0059,4,-0.51890921,0.36406387,0.0,36.52298185,0.01806712,0.01156288,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00960,SYN_0060,4,0.96599433,0.53991291,0.0,33.37791274,0.06454912,0.0192184,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00961,SYN_0061,4,0.07253762,0.50316053,0.0,35.93398776,0.19169674,0.02014755,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00962,SYN_0062,4,-1.70174319,0.27141476,0.0,116.61368637,0.00835102,0.00211211,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00963,SYN_0063,4,0.14020627,0.4957632,3.0,38.1998468,0.09997545,0.0189,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00964,SYN_0064,4,1.31423555,0.72757434,55.0,29.22738466,0.24149944,0.27704243,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00965,SYN_0065,4,-0.35156418,0.33665282,16.0,35.9679874,0.11915143,0.02391253,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00966,SYN_0066,4,-1.39096964,0.43783836,0.0,27.92774173,0.09627055,0.01773062,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00967,SYN_0067,4,0.10262531,0.439867,21.0,27.19854692,0.14795857,0.04424457,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00968,SYN_0068,4,-0.83767937,0.31667907,0.0,32.03023885,0.04116344,0.01167874,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00969,SYN_0069,4,-1.66388886,0.44942301,0.0,80.44924774,0.03012984,0.00631925,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00970,SYN_0070,4,1.27249463,0.81687284,22.0,25.29803781,0.53350382,0.16565046,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00971,SYN_0071,4,-0.41377738,0.37230238,6.0,89.84702704,0.04065284,0.00578507,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00972,SYN_0072,4,-1.04110556,0.72711958,48.0,56.97706296,0.09323821,0.12268495,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00973,SYN_0073,4,0.07431996,0.10723634,28.0,25.080667,0.20135828,0.03176307,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00974,SYN_0074,4,2.03693342,0.68458456,56.0,16.15804753,0.6912433,0.46431991,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00975,SYN_0075,4,-1.71890001,0.06988709,0.0,66.7562274,0.06906442,0.00370012,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00976,SYN_0076,4,0.86386125,0.66186797,13.0,75.33394595,0.10560198,0.02071325,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00977,SYN_0077,4,0.62471848,0.92336952,0.0,66.98609355,0.11599343,0.02583432,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00978,SYN_0078,4,-0.41777354,0.57832379,8.0,36.30124116,0.13444551,0.02991366,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00979,SYN_0079,4,-0.8249881,0.11098437,0.0,23.59285829,0.04255252,0.00867674,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00980,SYN_0080,4,-0.82527742,0.37205874,1.0,91.7467821,0.12158199,0.00510627,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00981,SYN_0081,4,0.01960765,0.25725504,0.0,43.52841515,0.05196758,0.00841282,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00982,SYN_0082,4,-0.81612067,0.50727836,0.0,95.64711806,0.47349857,0.01003429,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00983,SYN_0083,4,0.47134961,0.30380708,31.0,27.27218011,0.03124108,0.04167007,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00984,SYN_0084,4,0.18557703,0.14269109,15.0,32.6501433,0.10400953,0.01564284,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00985,SYN_0085,4,1.38280953,0.6574471,17.0,27.83238614,0.18440515,0.06236904,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00986,SYN_0086,4,-0.48430854,0.30010069,0.0,46.75317445,0.27744679,0.01190554,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00987,SYN_0087,4,-0.88423445,0.5018242,0.0,60.10641257,0.14527826,0.01210844,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00988,SYN_0088,4,-0.91107941,0.2123144,0.0,44.18159466,0.0161111,0.00715977,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00989,SYN_0089,4,1.41667837,0.66371238,30.0,16.83923397,0.45389694,0.16964655,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00990,SYN_0090,4,-0.48491164,0.61559212,4.0,41.73431732,0.10475657,0.02411248,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00991,SYN_0091,4,-0.63335528,0.47820583,0.0,161.46156854,0.10804354,0.00167354,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00992,SYN_0092,4,-0.85283985,0.417509,0.0,30.68473951,0.12564199,0.01678812,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00993,SYN_0093,4,0.15902739,0.4476642,12.0,45.7068191,0.20616681,0.02452808,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00994,SYN_0094,4,1.29951612,0.82152526,0.0,23.4335361,0.46747349,0.07202253,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00995,SYN_0095,4,-0.02719441,0.44289199,0.0,78.77687372,0.18648492,0.00798032,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00996,SYN_0096,4,0.86761943,0.82852729,1.0,103.41993982,0.36940227,0.01591744,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00997,SYN_0097,4,-2.50165834,0.0,0.0,63.9786855,0.14289904,0.00369604,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00998,SYN_0098,4,0.25887029,0.4148368,0.0,23.21312643,0.05288621,0.01731247,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00999,SYN_0099,4,-1.09117763,0.37816046,0.0,65.07709227,0.32280354,0.01075112,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01000,SYN_0100,4,0.56338105,0.36214258,17.0,21.0784562,0.07070608,0.03221565,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01001,SYN_0101,4,-0.91626492,0.0,0.0,87.19508495,0.16752737,0.00248726,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01002,SYN_0102,4,0.30186271,0.51467084,8.0,91.30339152,0.06417722,0.00864495,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01003,SYN_0103,4,0.25907537,0.58571012,31.0,52.29512877,0.29413857,0.0688661,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01004,SYN_0104,4,1.3946512,0.96257269,0.0,18.01624916,0.25838161,0.08070659,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01005,SYN_0105,4,-1.22581875,0.24574123,24.0,80.86968384,0.02964329,0.01048054,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01006,SYN_0106,4,0.42329866,0.71428634,11.0,19.72119746,0.15073402,0.06163189,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01007,SYN_0107,4,-0.38557122,0.4386752,0.0,24.92148961,0.02980888,0.01712923,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01008,SYN_0108,4,-0.80565117,0.48055838,0.0,130.68206024,0.2035058,0.00340154,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01009,SYN_0109,4,-0.72202887,0.39537032,0.0,54.03557753,0.22883985,0.01201468,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01010,SYN_0110,4,-0.55046035,0.34109034,0.0,20.90724952,0.10848839,0.01658006,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01011,SYN_0111,4,1.54362585,0.58054983,33.0,29.3273462,0.29526538,0.10851567,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01012,SYN_0112,4,1.62246793,0.81334649,0.0,31.72095237,0.31578293,0.0501926,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01013,SYN_0113,4,1.77187954,0.80332679,9.0,100.28267076,0.107259,0.01530438,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01014,SYN_0114,4,-0.03266269,0.89802498,0.0,56.47722417,0.07363947,0.02791683,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01015,SYN_0115,4,2.32808883,0.72372467,3.0,58.05048752,0.11735946,0.02219022,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01016,SYN_0116,4,-0.9778709,0.22208715,0.0,56.23555855,0.14259749,0.00698034,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01017,SYN_0117,4,-0.34703694,0.37406984,7.0,63.93495245,0.11699399,0.01083967,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01018,SYN_0118,4,-0.63690759,0.14967893,0.0,40.36231007,0.17955756,0.00838906,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01019,SYN_0119,4,-0.45745896,0.56890538,0.0,37.28438325,0.27815735,0.02553382,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01020,SYN_0120,4,1.24440755,0.86351034,8.0,12.75332669,0.13797542,0.0831818,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01021,SYN_0121,4,0.73960094,0.7302392,2.0,45.61754352,0.1154287,0.02703601,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01022,SYN_0122,4,0.04575775,0.59711912,15.0,21.66051945,0.16798231,0.05550467,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01023,SYN_0123,4,-0.93290997,0.57788811,0.0,57.20094026,0.07274885,0.01366338,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01024,SYN_0124,4,-2.94672687,0.0,0.0,41.0862325,0.01545392,0.00472939,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01025,SYN_0125,4,0.37024902,0.34083076,9.0,25.56913596,0.05420294,0.02021208,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01026,SYN_0126,4,0.07857278,0.4922217,0.0,79.88037011,0.10850186,0.00782792,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01027,SYN_0127,4,-0.19717868,0.34182671,21.0,38.94178544,0.12058327,0.02797231,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01028,SYN_0128,4,0.04631254,0.76048464,30.0,37.95770656,0.04311475,0.08794292,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01029,SYN_0129,4,0.29309909,0.6966274,2.0,24.90826265,0.11031508,0.03625563,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01030,SYN_0130,4,-0.53679739,0.2926287,0.0,45.60620237,0.07400307,0.0090271,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01031,SYN_0131,4,0.66184337,0.95670059,0.0,38.87604052,0.28989934,0.05788154,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01032,SYN_0132,4,-1.39073308,0.3713411,0.0,46.78506041,0.06085645,0.01032192,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01033,SYN_0133,4,0.97004107,0.5658841,3.0,20.32900843,0.35062902,0.04267988,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01034,SYN_0134,4,-1.9720333,0.13716927,0.0,25.81387042,0.1140918,0.0097443,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01035,SYN_0135,4,-0.72506868,0.11913372,6.0,58.46444476,0.0763152,0.00619258,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01036,SYN_0136,4,-0.4578526,0.61336509,0.0,71.39835729,0.20581345,0.01367865,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01037,SYN_0137,4,-0.86960009,0.38658832,0.0,29.46715142,0.02030581,0.01387452,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01038,SYN_0138,4,-1.14139904,0.44996756,0.0,180.0,0.14386419,0.00117089,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01039,SYN_0139,4,-1.1460392,0.0,0.0,51.40433589,0.09436723,0.00436052,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01040,SYN_0140,4,-0.87423002,0.3935154,4.0,33.57397365,0.06694294,0.0163463,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01041,SYN_0141,4,1.17198965,0.81955347,3.0,27.56522198,0.59264364,0.08780955,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01042,SYN_0142,4,-0.29698273,0.20261796,0.0,41.6764006,0.08258092,0.00804805,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01043,SYN_0143,4,-0.52709029,0.30857344,0.0,41.17120777,0.27871375,0.01346243,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01044,SYN_0144,4,0.77969094,0.56973103,7.0,46.25049923,0.25470559,0.02776767,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01045,SYN_0145,4,-1.93044212,0.29334396,0.0,83.98789552,0.08347585,0.0045082,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01046,SYN_0146,4,-0.77102685,0.85802504,0.0,23.38827219,0.05953966,0.0454826,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01047,SYN_0147,4,0.57342709,0.25643717,27.0,17.92502554,0.70466934,0.09209756,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_01048,SYN_0148,4,-0.26423719,0.73323774,11.0,20.53684015,0.22569503,0.06971509,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
