week_end,published_utc,source,title,link,query
2022-08-05,2022-08-04T07:00:00Z,Recycling International,Demand ‘explosion’ for US aluminium rolling mills,https://news.google.com/rss/articles/CBMiygFBVV95cUxOdkFOa1RXZ2hQQ3lJc3hpRVVtenYtNE5iWkxVMElucHdTenNwNUZyM05ady1oZmUycXpiNE9YVUdPeHVYaWs4eFhCdWlwdXNEQnFnX1NBQWtfbjVvSjlvcEtxZFJFN2F2SnpBa3ZYUk83dWgtREM3WmZKbGpzOXpsWGVLMVZMYi0yY3VPSkVFMkVmT0lCOVRwRGp1SU90cExBamE3S1dZeUZLYWJNWmNsNU5hWnNsUTJJa2ZjQ19xYVRyN2l6aU0xLW9n?oc=5,en-IN:aluminum scrap
2022-08-05,2022-08-04T07:00:00Z,gofugyourself.com,Gwendoline Christie Is Perhaps Modeling a Formal Aluminum Blanket,https://news.google.com/rss/articles/CBMipgFBVV95cUxQTE5LY3YtWC05WndtbEt2dEZJRExXQlk4eGUzcW1TNVF1YWJhdTNabE41bzJSdG1YSjRadVFtTms0c0NwaWZDNjl0SXgwdEg4MXAzdDJCeWRKN2kzYjkzYnh1WjZXZnh1VDUxZ21xZlpXdFZrcHlkV2lVbWZOWVlFRXNwOUNJUy0ySS0zcVp4UFp0cVJmRXpnaU84Z0FkWTg2RG5HV0ln?oc=5,en-US:aluminum
2022-08-05,2022-08-04T07:00:00Z,EUROMETAL,Steel plate prices flatten in Italy despite pressure from buyers,https://news.google.com/rss/articles/CBMikAFBVV95cUxNLU52blNvTmpwdjUxWWhZdXNsb1ZNY3dUZGdDR25sLTA3ZG8zTWFQTWtYSnZxV0djcGcyWmNicTdLSl91dDBVR2xEUmlHRjA4NVRWUTN6b3BXYU5rMXBMeDUxeWxtUUl3RnBEZk5HMFMwbVlEMkJCLTdjXy1qa0FQU1luNnhjX2FSa1dYM0p0Zlo?oc=5,en-IN:steel prices
2022-08-05,2022-08-05T07:00:00Z,Graphic Online,GIADEC makes significant progress towards developing an Integrated Aluminium Industry,https://news.google.com/rss/articles/CBMi1wFBVV95cUxOM1R4bWlFR3czV25PYnBsLVNSQ3NzeTVGYlhkWHRzQXIzcEpxX1NwQlNrQ1lqZ1JGSFhka3RrSXJ5cFU2d0dkYjdUNGgxV0ZnWW1hWTRkaXJReGV0SHVHYV83MVEtMC1adDQ0dF9YdWN3T2ZBRHBUVEFjRDFvazlvU2l5eTlRZEZoeTdPSlptMGk2RE1FOTJ4cnFUbFA3LTBMa3Jhb2UyLS0yQ3lDQmowYkVHTlVnNk5IX1U2bGFvQVNoNmNmaWRRM1dhSlQwVnBLSXZ5NWNzQQ?oc=5,en-IN:aluminium
2022-08-05,2022-08-05T07:00:00Z,Finport.am,Production of aluminum foil in Armeniaincreased by 8% in June 2022,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9ZSFdlTENHRDBLQWdVUktZdDdQeEx0dFdNQVV5YTVVOWVmSllOQTNHdklmNjFYN0lsRS1vMFp4Nmc2dHBwVmYyd2wzbWMzV2pQODNEWnBvRXFPQTFO?oc=5,en-US:aluminum
2022-08-05,2022-08-05T07:00:00Z,EUROMETAL,"Steel rebar prices in Italy, Spain stable on maintenance closures, weak demand",https://news.google.com/rss/articles/CBMioAFBVV95cUxPNmQ5ZUEtcFdpTHNzU2hhM3k2WVB0MkxhNjZqMnFpVF96OHprOEpXbW12dU5jSGFKZmY3TmRnNVppd0owRTNCY0JtUW84YlVPUVdrY1ZUMzd4WHpsc2p2Q0Nfd09aREdBVnJuLXZnc2JxVnoyemtNQ0p3MjBGY2tnb1ZKay1VUTBKWERrWFBZbXZKeUZjcnZLbzhaTWV1OTZQ?oc=5,en-IN:steel prices
2022-08-05,2022-08-05T07:00:00Z,The Worldfolio,Takahashi Metal: Making unique products for diverse business needs,https://news.google.com/rss/articles/CBMidkFVX3lxTE5xbE9oZm0tZkZVYXU2ZFpVVXRHcGRsMVJnVWVHc1FDYXZfWW1qU0FZNkNDeDRHTW8zeTNlQVlodHB0QVhWNF9oVk5YNVYyMFNjZDdSNHpqWVMzVDY0RjRRdWU0LVU2Mmx2cXJna2d0TFpTbHhtYnc?oc=5,en-IN:non-ferrous metals
2022-08-12,2022-08-07T07:00:00Z,BusinessLine,FinMin to consider reviewing export duty once Steel Ministry sends a formal proposal,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQX0RURlF5aGdvN3BYc1VPdWFpY2pnMVRlUHhsY0xhMlRRbUFBQk1TM1NyeUdmLTJPMDZFZDZEaGlkS2xZYWYtVTEyQm96aFZyX2FDdmFUYmx5OGVxUllkeTVHNV9DVUFIOExRWklSREc1Q3VBWUpvMmxLbDYxV2UzZEdPc2V0Um80TEUyOXkyVVpobkNJdXVXNzNZX3BES011QXp2ZE5TSEZXMFBweEdqZUtyLUNVWVBuZjB6RXZXRnA2WDlTaXVsMXR0ckVILW45bmZEMXYzdWROYmxpUkt5NkJQRdIB6gFBVV95cUxPaXhIVDVzSjQ3SU4tSS0yeWx2ZVhqMnhKZnIxcVo3ZTlsV1hKcVZXMGpZaWNJM0UxNXZfWEJZMndzS01OREgwbHd3U3RGRGpTRGVxeE1ZYjhrTVdfdTFQcTFwem9PMVZpRFB1VFp4dW9pU2h0RVNsTGxsSHRZdE42V0I5RnBvc2ctaElmWFdtM2pqWDJrWHlOeFEzcy1aalE2MmJjRDNoQjNRM1ZfeHhhZFVtQ0tRZW5GRDNyNUV0UWZ0NThnNklGd2tLazVScnZpZ3NLUEpMVE8zakozaXZsQVRiRGE4MzZWVlE?oc=5,en-IN:steel prices India
2022-08-12,2022-08-08T07:00:00Z,Solar Power World,Steel is being considered as an alternative to aluminum solar panel frames,https://news.google.com/rss/articles/CBMiywFBVV95cUxNcHBJc3FZRTdHQVhfV0VzVHhqb0J0dGxnVi1MdmZXYnNoRXBFRTZqR2VuMWNXWFhza3lSaG1tOEIzQ1RqaVh5cXRheTJyZk9aM09XTmpHaXBzYXpxTXFyMnYtZFBVOTY2RnVrMjZlTzlSREdrRzRqenFmVzZqZHQ5VXRST3lPVUxMX190T3NqSU0tN1dJdDQtSzJaM0NobFg3Z2I5RlBvQTVxc0NyR3JtMXgzaHg0bmg1T1pFRGNuU0JseDdYQU5ZMzdQYw?oc=5,en-IN:aluminium price
2022-08-12,2022-08-08T07:00:00Z,proactiveinvestors.com.au,Altech Chemicals closes in on project financing for Malaysian high purity alumina project,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNMFdubERwMUlacldMTDFhY0dKenBvSmhOSDdBNnNUUF9ZbEJkWC1TanQwM0xkZGlkV2w5Zmxaa1BEdFc0UjR2Wm5zOXlGdnJ6UzZKMC1HZjltcG5MTmcyNU90Rm9temhyMWhKbW9sbC1kbUp1S0dvR0t1TzNxRTdTdGRPTUhwUENSc3NnM05yOWhXYWdzSVV4cVN3d0FsNVJ0YXJPZF9hV3BSYngtZlh5clNLYkpjUGx0ZUh3QkU2YmMtbjlxVGF5cHNXc0F5TW5HQksyR0JMeDdMUnFUUE53SWZnekpCc3Z4QjhZOTVmV1ZzT0U?oc=5,en-IN:base metals
2022-08-12,2022-08-08T07:00:00Z,holloman.af.mil,49th EMS metals technology maintains readiness for Holloman fleet,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOeUdIb01UTExiUml3ME56X2pZYWM0a01GMFgwSy1ENHN5dDBaUzZFdFk3cW9JWWVzVXBTWEU4N0VxZHl2TlV2MjFEWHBwa2JuX3B6UktvUXJOcjFXanVrY29tdTVQYWpPTEQxQVBPWmRhOWxRVFYyRjdUaWo2OS1mUEFWd3p2R3BYUndZNjUzWVUxeWZWNm1NQ1ZVQV9vOUJOQUNIMm5LTnQ0V3BYS1pWVGo0M2hWdE5OaEE5aVVnRlE?oc=5,en-IN:base metals
2022-08-12,2022-08-08T07:00:00Z,The Economic Times,"Satish Gupta, known for Essar Steel resolution, appointed as RP for Bombay Rayon",https://news.google.com/rss/articles/CBMihAJBVV95cUxOenkxRWVaWXlYckdKX0otR0dLQkdwTHh2NU1hZTBhV251TEdNbjlQYTdrU2I5SzlJbG1sak04S040TDZNa1RiWHF2dlFJbjUycUR3MGNNenlIY0NJWU5aNUFKYXhWMDFUeE1vOW5HT1M2TWtXRkhQUGRDNTZTSHc2eDBzQTZlYTd5SnZQYnNldnRpWVNjWjlYN0ZYX0hPOWRXUS1xVnUyY0Jjb2NRTUpwdjhldFR4aGJoWlNjWDJBdGw1T3prb0ZCQXF5TXNqNVZyYWplekxlbURTUG81M2NVOVBLdGlXdEVsaFFrM3JCcFVscmFTdlVDMnVuLXVZVnlNX1JiVdIBigJBVV95cUxPamZDVGwzXzJnMXpndVNHVnJIMkpnV2NqTHRQUW83MzFocTRGVkxxbEpkVkV0SWhmZF9td3RYVjJMRW44cFBvbHNVNlEzS0FPYm9WbWhETU91VU5hS1EyeEJVV04tNGJGWDJnS2ZDMmluMVJCN1hRS1R6djAycUIxOFdKbGtzU29ZMDVGdzdMY0dKWmxTNGxJME1IVWVNaWdVUEVadzBDd1gxOURyOUhFWjhDbXEwME1xRmFTTXpFcTZfQS1BT1ZaWEtaaHJRMVBtOUZmUVkwUXBTUHE0N0h1eTNYWkgwRE1rd0oxTkpFamVkcy1yd1kzVjJBS2lmNl85dmFGSTJkdm1qdw?oc=5,en-IN:steel prices India
2022-08-12,2022-08-08T21:35:22Z,The Economic Times,"Modison Metals Balance Sheets, Financial Statements",https://news.google.com/rss/articles/CBMihwFBVV95cUxOLXd0Z2VlbU5UaUladWdTYnJlQnpLSWVEaGJhbTZGd3p4OVFNci1UdS1tZjc5elUzS1pkQ2VnOFpkSGFFT0phREdZUXJncUZjTDljSFMzM1BYZ0swNWJVaDVFRWVIMDlYSmozZkVzLThacnN5VUR4VWw4VzZPbUZnaUVDTGhOdU0?oc=5,en-IN:metal prices
2022-08-12,2022-08-09T07:00:00Z,DrivingLine,Aluminum Or Iron Duramax Heads?,https://news.google.com/rss/articles/CBMid0FVX3lxTE1HV2liQVlkNGdYcW5lN1N3dmxTRkt4X1VhZk5VRzAtSlBBdW9xV3ppOENtYnp0TEU1SFdLanc3STlyWl9sencyUWFUc0FfTVZQanBUazVQWmxObE1ReVg3UXU5eVhNR3Q3eUM1LVo2bVdEWkJfc2Qw?oc=5,en-IN:aluminium price
2022-08-12,2022-08-09T07:00:00Z,tradebrains.in,"Tata Steel Vs SAIL - Profitability, Future Prospects & More!",https://news.google.com/rss/articles/CBMiVEFVX3lxTE10bWlFSXdsYjg4MjlwbmdiNDFIODJFYTBfOTd3R3NrWVREaUtzaG5wT25JcldOSmo1b21fSHNIUGsyb2FmWmZHX1lnUDJSVmJicS1HVw?oc=5,en-IN:metal prices
2022-08-12,2022-08-09T07:00:00Z,Scottish Daily Express,More concerns raised about future of Sanjeev Gupta's Lochaber smelter as owners post £4m loss,https://news.google.com/rss/articles/CBMingFBVV95cUxPa1pkbmhXTGtrcDFRdzZvM1JQdXRMTmlwUWt3Y3Y1YlRmbTZjdVpxb29tNU1wNzM0a0sxUWJFd3pvTXNJR1d5dkJINDQ0RWhZMzhKU3JELXljODd6Y2NKYm1MVklBeEhXSHAtc1JOeDZNTFEwdmxyRTZWTkh3azZ4anBGa1hMbmYzb1FHbUt3dUVlSjl6bElzNUY2QkcyQdIBowFBVV95cUxQdDFIWE5FbmpZNFk0UkNaYVJzeDNqMWVHcXFmcWV4NWVLRVhPUUxCemo4aVRUX1VPbm5FQk9kMmptZEJFa0RaQjdzdHIxLVF1VnN5VElad3hodTdwY2dFZVFXX3dWOWhvUkpHa01NOWZqa3JpbFM1T0t5OVJPcE5DU01xa0hQdEVIcjFpLXgwSnp0bWRfcnVwckx4OGhFOHdjSTE0?oc=5,en-IN:metal prices
2022-08-12,2022-08-09T07:00:00Z,GMK Center,India became steel net importer in July,https://news.google.com/rss/articles/CBMidkFVX3lxTE1QM1NHZ2Z2aTMyME1LVXZKLUZfYnhtV3lhY0ZYLWVyUlVLYnI4d3N4TXl5ZzU3OTdKQWlFZWsxYklkYzlncEVFZ3o2OWZCYkpTX0Fxel9vemo5LUNHQ01KRk5SdmZ5SVZBdnhBdnZ4WWFWeHQ4ZUHSAXtBVV95cUxOamNJWVhtcEIzNXZMNGQ0Y2d0MGJPSFV0ckRVSGpXZXlfbVFDUDVxQW5QZTBPTzhPN2dINmg5cW9qTzM0amFWV0RhUERMb3FWWG4zMUJ4bS1sRlFZMnBHV1VhOTBJeldWaC1zamN6Q1k0cGI3NVNST283ZkE?oc=5,en-IN:steel prices India
2022-08-12,2022-08-10T07:00:00Z,PV Tech,Origami’s steel solar panel frame surpasses aluminium in independent testing,https://news.google.com/rss/articles/CBMiogFBVV95cUxNOGVqZ3RKaGhBbVNKeE84YnFicGhWN2JCZlAwWnNtZ1VicGZpYi1sRzFvLWtYTTA1VzVXOF9TcnJUMGRsQlNUbGRIR21Rci03aU9yalptUE9lQmNLRkczbHJsclFVYUtSeFo4aDg1bk4zOGJrZnRqNkp6dVowVHZiaXl1elJFU0wtU2N1Y1lCY2Z6R0ZkQ0JRMkI4OVhKQTZEc2c?oc=5,en-IN:aluminium price
2022-08-12,2022-08-10T07:00:00Z,UrbanBike.News,Limited Edition: the VanMoof S3 Aluminum,https://news.google.com/rss/articles/CBMidEFVX3lxTE9YeklHR2VMT1lndmI0ZURTalFaVlhEYUtJWURRTWtQLU5nTktnaVA1bWFwR2kwd0VQNGV3S3FrdHJvUHhWRmtrRE1IX2RFQ0hacXY0aE10RDlkTFV2R1ZydmR6VTl2ZG00SUJQNXJvd3FyUWFV?oc=5,en-IN:aluminium price
2022-08-12,2022-08-11T07:00:00Z,financialexpress.com,"Hindalco ‘cautiously optimistic’ on global markets, aluminium upstream to be tough in Q2",https://news.google.com/rss/articles/CBMi3gFBVV95cUxQN2ZoR2dFMngxV0o0UUUyVFM1allFN29QbTdCYUV0RFVwbHUwQjFMNHZZaEV4UzdzTjBqX2FzalA5TEdYMjZwaTVwZkNkN2x4eVFtNmF3dTBnU0NsRDJWVklEVWZGbVlpWGtQT0QydXJZM1RoNEE4WjJfaGs3RGxQXzhWVzV6THpwbE92NEE0VlA0dlJQMHFpZEtZVFMtSTFqMW9xNFBkNFBDZ3cxQTBpNjBrNWdOZEdxakRQbm5ERjVFaThKZkhNbFJEMzl6Nl8wbjNjbW9uUUJJdmNwS3fSAeQBQVVfeXFMTXFFNUgxUEF6bXVvUGwyYmljRXZzWGNkV05Ncm1HNTlkQU9ETGxBaFpnSzdIdXpwYU13NllSRUtzSWJqdHhDUkRFNUI4TnFhV3V0M2xWWDRXUkNlU3MxY3I0ZWg3X3F5Q2VSTmdLekRTenpaVkhtb0x6YVc3dk1rTnBUMVNUV3dfbVY1RDlFRDA5RjE4RWtjSXJIcUQyTXV2M3huVHNzWElZTWswVElXVjA0YUlKZHFTQTBNaHpNcUI4eUZoajdCNHlFdE5xZER1ZElrd1NOeEo2SXhyZXJLdVozWGMy?oc=5,en-IN:aluminium LME
2022-08-12,2022-08-11T07:00:00Z,autoevolution,VanMoof Introduces Limited-Edition S3 Aluminum e-Bike: Celebrate Beauty in Simplicity,https://news.google.com/rss/articles/CBMiywFBVV95cUxOUEpobE03cEFDcndIWmUwbXBndDhaVnBMS3ZJdXRCTXZJcnhycGcwSGVJLXdXRmFLVl90ekl1LXFxYlBkYjc0WDR6clowV0xROS1rYzlFNFRTQnBELUtQcXRZM3ZkSHA3dXRBR05JTS1vWG1CVERzMld0SkVQSmwyZERjVzFXUFFmQ1hYckpUX25pM0NUbkRDY0V2ZVdsT29aSm1KNVpGbmR4VGVMYVdLc1hibFgwdUFXYXJfYUtwQ1dJb0Q1V2NYcGJiRQ?oc=5,en-IN:aluminium price
2022-08-12,2022-08-11T07:00:00Z,Business Journal Daily,Southside Recycling Stands Apart for Scrap,https://news.google.com/rss/articles/CBMijAFBVV95cUxOUV8xVGQwbDgyNUNWRjMwMm03ZjhYRUJPYjc4MnVMVTZYSWo2OFB5MFIwMXJ5OVF5MXN2a0VCVEE0SzR1MXFlR3JmUkhlcGhmR0loNW1VUVpjTEl4UnhlZThxTWU1dllPdnlZT3JVLXhlN3ZRamh2MUI4bEFlVVk5RHFQczJBUE9QcWJNMA?oc=5,en-IN:aluminum scrap
2022-08-12,2022-08-11T07:00:00Z,The Korea Times,"Hyundai Steel, 10 other steelmakers fined for price fixing",https://news.google.com/rss/articles/CBMitAFBVV95cUxOOEpiM1VfMzdEY25LYXprd1BlX2pJMVRKZnZZM01LaW9kcEl5aXRmT3U5NEVBSzFYZU5USEdla192MEU1Umx3empreENUV2Raa3kzOUJ3bXFxSkJubTRpbVVCelpLZUxVNWxvOTJWX1ZQOTl1WWtyX1huMmNYZWc5bVRUeFRnelYtVXd0NG1sYk9hbDBHVDNOczZEVWJHb2EzZjJnekJCQ0Zwc0UtYWhsZUJiQ0rSAboBQVVfeXFMTmp0LTFwd1pRaEQ5dmpnUHUwMGt0TFlpd2xRVjhZSm9rSEJES1ZQVmlyak4xUm5USjNoaEp3ZkZqT25NRVZOR3M4X3N2a2paUjd3VE1VWm9FX2hBZDA5cExMV2tuNS1ycUNmaU8wV3dXUXBzMEdBRGZKR1V0VDI5SVFXRGgxVm5UeldyTlpOR2hUNklsaUFnak41U0N0WFB1SUUtMVp4T1lQSmZ2VndaSlhCTHd0VlB6Unp3?oc=5,en-IN:metal prices
2022-08-12,2022-08-11T07:00:00Z,GMK Center,India approves six new steel projects in Odisha,https://news.google.com/rss/articles/CBMigAFBVV95cUxOdDRmWldWVmF3MFhRckc4RDBUenI5U2RGY3FrRlFQQ2xUTDc4LXd2dEJLcU1BUmhacFBRdzc4enFGQVk4dzNNeWhxN0c1NmNZZlFEYVRDcnB6R2ViM3pSMzhpR3FxZHpGRE93OHNMcWlIV3k1RFNrVWIwZ1YyR3EwddIBhgFBVV95cUxQeF81YURJSUhfUHZiOE1QMUd4NlVmNVBocWhyaEhBcFFUMk1zdjNNakhRcm02RUtRWWlxMHFKOHlPQzY1dkhfZWZFRzg5V0M0STN2T3BCRWFGTGxjdjlxUzh6c3V2NHQzcXRHSml5TElPNmFvU3B1SllDNjhmYm9pOG9LTll0Zw?oc=5,en-IN:steel prices India
2022-08-12,2022-08-11T07:00:00Z,The Economic Times,Gautam Adani's metal foray: Group to invest $5.2 billion to set up alumina refinery in Odisha,https://news.google.com/rss/articles/CBMi5gFBVV95cUxQSkdLTS1MNHNGRnpOaThFbVR1TDZxR3ZqMExpUlN2bWVqT3hXU3QwZEdmYkRnQ2g0VnByQk5rV3RaWXU2ckZ5azRaV0h3ckh3VU1PR1IwSW5hZHlXUHR2RDV5bmViNlZRQzN1bVVNcXUxd3I4LTBMSUVkVW9GWVBVSG1PRXhOOFNjTHFNLUxxbWpRWGlKOWFKSDgyTHVMU3NVWVFUZVBQYm1lc0pxWTFobVFmMjQ3VkhGT3VmdDU1QU9uYjZmQk9MRko1RmZfM2duOHJNdUxtM0xRVTlsUnZmaDVrMElMd9IB6wFBVV95cUxNb25icWNwNFZaQ0J1RzE0eVYwcWk2QU51Z1dsejVjcDVpcHE4MDktdTdqRmxFajVYRVRWMHEyWG5SeVpTSWg5ZERoa085QmNZUmZ1ejViWWluaGplUi03NXNXdmp1U3pHc184MTFvZGVsWlpNb3owU1ZMaUV1Uk4yV01reHhzVHpYcDVJcDMzTmVOY1JoZVpjcFU3SmxyRXlWLWZOMHZSdlNwVDdRM2g5R3Fxc0o2cjc1a05CTkFJd21kWi1uY1NEMDJTTGdIR1RZNDBOVHRweUlqTmw3ZzRMUXlPMWR3ZkxicWdR?oc=5,en-IN:steel prices India
2022-08-12,2022-08-12T07:00:00Z,Reuters,Sky-high energy costs to fan fire under aluminium and zinc prices,https://news.google.com/rss/articles/CBMitAFBVV95cUxPZWZhLUI0V2prczJSRm40ZUJMQl9rTVZVblM2Q2FZbkozR0o0NUd1U0RCLUpjU29PRk83ZFJtRGVpdURPNGVpbS1Od3NxRDRxTjdjaXF2cnBzNXVqSjJGRXAyQ3R2UW5HSW90NmdYLWpXMGllQUdPNUQxYkduakFVWjhJU1h0bW5RNHN5OVdBS2ttbGF0TkZROWhzVktGVFpJY3dKZXRiamd4WHpvbEloSzFER0k?oc=5,en-IN:aluminium LME
2022-08-12,2022-08-12T07:00:00Z,The Architect’s Newspaper,Leroy Street Studio works with students to design a metal facade,https://news.google.com/rss/articles/CBMisgFBVV95cUxOTXFXbmQ1RmNROGZFWFpJSFJrU05RV25ycDNjdGMwakJtS3puQUVyajFVUTc3aVEzNkN5TkZVVHVtdTlXYjBzZEYwcVRkNHJSMXlPVGZsVXRlZGs1OVdOQ2ZkWG9hSVQyZlNHR0JBeGNnTFRiWHpEOFNQWDlZMlBWSFNxdE1WdVRuYVJyWGJzeTJpTlphN3JJYWFtSzdPMXZ5bFhqdGJvbGc2VTFmcV9qV3dR?oc=5,en-US:aluminum prices
2022-08-19,2022-08-14T07:00:00Z,Reuters,COMMENTARY: Scarcity changes the LME warehousing game,https://news.google.com/rss/articles/CBMipgFBVV95cUxQSzhxb1dnenZmUFZFcGJDZDVSWm5SMTBOOURKRHJtbHV2YXNzaFlrdHJQaDBGTEtDN1BacTRZSTR0MkhRcGpzNGhTajlaRUVoWXcxS2ZpY2t5MUw4ZXo0cUdNdV84N2xteGllN3JIeXRGZVF4OGViR0I2aTM2c3FGS0NGLXhPT0MySFQyMUJ1OV9iMHRlTnUtOTc3ZGNhaVI2aXp4OF9R?oc=5,en-IN:aluminium LME
2022-08-19,2022-08-14T07:00:00Z,AL Circle,Mahindra to launch Scorpio Classic with all-aluminium engine block sheds 55 kg,https://news.google.com/rss/articles/CBMitAFBVV95cUxPbGc0akh5WWdhcVIwX2NESVVXYzlBZ2Vlc3J1ekd4ckRPMHpOMUY5UkxhVGQ4VXIzQTgzR0IwMmwyeTg4MUVFYndOQUQtS0pBTVM1RUNMZk83OW5WY0ZCdFR0VF9uckhVWUlCSTEyNlVWZTJnTm9vMEs4aDY0YmlKR0R0R3VtQzctRHRUS1c3Nm5KUVhYMkZJazYxeFY2Y1dKZGY1X1VUSEh1YWFuQnd2M190SEs?oc=5,en-IN:aluminium price
2022-08-19,2022-08-14T07:00:00Z,Designboom,"bowlus launches its first all-electric aluminum travel trailer, 'volterra'",https://news.google.com/rss/articles/CBMinwFBVV95cUxQc2w0MVBPaGQ1alNubWt5VzZPanRzRGtxUzc3RUd0b0hySHBUTTBzVWQ2OVlXeGxvMEh0c01PWHdyQk5sUG1wdndmQjhwdkZqRS1QYzJLY3dsWFNIaEp4NnNFaElFVlh6TEo5Z0tpbFVNT2VFTDZIY3d2Y0hfSFZGRndlR1BtQzBhMGkyazVlejhDMW01VjJtZkhOUHZPR0k?oc=5,en-IN:aluminium price
2022-08-19,2022-08-15T07:00:00Z,CME Group,CME Group Aluminum 2022 in Review,https://news.google.com/rss/articles/CBMigwFBVV95cUxPWkFFRDNacV83Y2x4VGNoQmx2cVpqSEdtcXN4TzRJWDZQMmhBejV3ZUdydVJDb2kyVXQ5aWp1cnlVbFBkaVJzWUY4Z3A1Rjl1MTBvSTBzMTJOdEd4eDE1WU83MzAtaVRzUXVvVXhKSU1RclBFOXhZMV8yWFpqcTFScDJsNA?oc=5,en-IN:aluminium price
2022-08-19,2022-08-15T07:00:00Z,EUWID Recycling and Waste Management,The non-ferrous scrap metals market in Germany,https://news.google.com/rss/articles/CBMioAFBVV95cUxOenp1Rmx5Q1JJYlc0MHB5MVYwcU9kNzBCRUl4cndGa0txajVKWEFaSTdBWWdndmx3d0lmeUk3b2RJUGs5bXBEb1RQdE1PeElzeVNfUU92WVlMOFJnMU9FSzg4b2J6Vlc0SVp3R3FuZnZFVU1lbi0wMEhONmNYSFB6ZGw0cnNnamprWjVmRFljQlByZ2xCVEpFa19CZDJpT1FD?oc=5,en-IN:LME metals
2022-08-19,2022-08-15T07:00:00Z,Renew Economy,Australian steel giant cashes in on energy price windfall from solar farm contract,https://news.google.com/rss/articles/CBMisAFBVV95cUxOTHpCNXNVT0VmdmN6MER5MmdIbzAxemxMRFdNQ1Ntd3NfQno0eVJkdFk3Q3NDMDgyXzN5MEtYeDRJWlNLSGJ4NzJaYng4NnVLQTgtWEVtZ3VOaEZ4Q3dOdFJLelVsTktmYUx6dmdZTjdDUmhWUlF1VWQ5ak9HZ3NDWHR0d2pHY1N1dkF1OGIxaXZyWEFyUFZjMUtPWENmenY2SmpmNUtkQW4yVWpJaEpiM9IBtgFBVV95cUxQQ2U4LWhESnNfUUwzWGptNW13Yk53bDczY25faF8wQkxZcXhJa2NkN3lHal9tQ0JUUUtMR3Nkci1NTEdGMlpiWTZ5X01IOHpzZlM2dVZFRFA3OUhaY1dwcW1RQl9tNU1fOEhiQ3J3blVoMGRFY0hnOV9IeGtRRV92SnZoVndGYWJjMzN5NWJITGhsQm5paVVHbE13MGNxY1FzdldzOXdUZklnV3YzYklLMFlmRS1GUQ?oc=5,en-IN:metal prices
2022-08-19,2022-08-16T07:00:00Z,Khaleej Times,London Metal Exchange suspends Russian nickel from UK warehouses,https://news.google.com/rss/articles/CBMipAFBVV95cUxPdWVWcUVHMFJhYkdienMwbHlJYlczQksxWHB4VmI2dXoxWXdSUVRhSW44bWFiM096NXp3UWlnRTVoVDlaN2M0bmhlSHd1VFBZYzZvZ1N0SGNTS2ZVR2swNVF5Wk5iaVdNTjVUSG5ubGY1Smk5V2lHVjNBWmhKcHY3ZHo5T1U1SW1kWVp4OUV4cDZ6c05KOFh0MkwwS0tZNUJPVm9KbtIBrAFBVV95cUxOUEVxR3RjMHZoWDJGOHppN2ktMi1sT3JxdUp1TjZLSS1NcGhnV3UtUnlpU1MtQjhCS0VhcjJBN1VDZmZDWGFmeklEX21QZWlSTkoxa3NoMDZMTnB1cjZQLTMxZHhBNklfdzZVOGo5cTZERUY3eU9IT3llTmpCakdkbFRYWEhTb2Q1RDFxRVpWVFhBVFVRaUc4dmticmF0U01oMzRQWkZYY2c3eWVB?oc=5,en-IN:aluminium LME
2022-08-19,2022-08-16T07:00:00Z,Trinidad and Tobago Newsday,Gopee-Scoon: Clear need to improve scrap-iron law,https://news.google.com/rss/articles/CBMiigFBVV95cUxNWUtlbjlsbFZUVWR6VTZjMFdlS2RuZXQzcVlnTGt2QktzUUQ1RXA2dlVjcTVNU05oTVRPZms1RU4wbFVjdkpIY1JLMkZpZXRBRVdjM0kxd2hyQ3FOTFlKMEVoem8xNWdqWVVnOXJFSXpWY01ha0tfdnN3ZmhsUl9zekdSQlRST201RWc?oc=5,en-IN:aluminium scrap
2022-08-19,2022-08-16T07:00:00Z,Firstpost,A brief introduction to the world of Fullmetal Alchemist,https://news.google.com/rss/articles/CBMirwFBVV95cUxOWVAtOUNYd1RTemxhV3JmcUpkc0xqMFhvYmdqRnBjajY2bjRzOVRhSWRPckFPSG1Bc3Q2TUVyTnZZSkcxX0k2VWoxR2c1OXZ5QmFjOHo4dlpveW9uaHJDOEE1MjJoRVYySXlHMzN0MTNFU0NWbG5DU3hDVVg5aklGNGlJSXc2RWlyV0tHNjYxZlNEa09keElWUURHRGxjVUZGLWFkUzJrY0Z5SnJvd3BB?oc=5,en-IN:base metals
2022-08-19,2022-08-16T07:00:00Z,ETF.com,"Steel, Commodity Price Trends Support SLX",https://news.google.com/rss/articles/CBMif0FVX3lxTE5zMVA0UHBZN3AycV9kR2dHNkZ4bEt0a3JTNDN5eU9NR1REdW9ZdFBSMERXR1U2MnRKclZoZjAzLXNlWjJ2UTdjMmx6R0NSYkRyem1TUFJZWVFiVm1rbGIxdzBJYV9ZRW4yN1dMQ1VmeDVUeUpJVHFCYlIyX2VpMFk?oc=5,en-IN:metal prices
